~~~~~~~~~~~~~~~
Text File : itemname_jpn_kanji.msbt
~~~~~~~~~~~~~~~
ITEMNAME_000	なし
sp_ui_app_desc_0010_v3	『ポケモン Let's Go! ピカチュウ・ Let's Go! イーブイ』と 『Pokémon HOME』の連携は、 Nintendo Switch版で行うことができます。 また、『ポケモン Let's Go! ピカチュウ・ Let's Go! イーブイ』から 『Pokémon HOME』経由で 他のソフトへ連れていかないかぎり、 『ポケモン Let's Go! ピカチュウ・ Let's Go! イーブイ』に引き出すこともできます。
sp_ui_app_desc_0011_v3	『ポケモン Let's Go! ピカチュウ・ Let's Go! イーブイ』に連れていくことができるポケモンは 『ポケモン Let's Go! ピカチュウ・ Let's Go! イーブイ』で捕まえたポケモンに限ります。
sp_ui_app_desc_0012_v3	『ポケットモンスター』シリーズで 仲間にしたポケモンたちを、 『ポケモンバンク』を通じて Nintendo Switch版とスマートフォン版の 『Pokémon HOME』へ送り出すことができます。
sp_ui_app_desc_0013_v3	ポケモンを『ポケモンバンク』から 『Pokémon HOME』へ送り出すには、 プレミアムプラン（有料）への加入が必要となります。 『ポケモンバンク』のご利用は別途料金がかかります。
sp_ui_app_desc_0014_v3	『Pokémon GO』との連携について
sp_ui_app_desc_0015_v3	『Pokémon GO』で仲間にしたポケモンたちを Nintendo Switch版とスマートフォン版の 『Pokémon HOME』へ転送することができます。
sp_ui_app_desc_0016_v3	『ポケットモンスター ソード・シールド』 との連携について
sp_ui_app_desc_0017_v3	『ポケットモンスター Let's Go! ピカチュウ・ Let's Go! イーブイ』との連携について
sp_ui_app_desc_0018_v3	『Pokémon HOME』から『ポケモンバンク』へ、 ポケモンを戻すことはできません。
sp_ui_app_desc_0019_v3	『ポケモンバンク』の「ポケマイルポイント」は、 『Pokémon HOME』に引き継ぐことができません。
sp_ui_app_desc_0020_vgo	ポケモンを『Pokémon GO』から 『Pokémon HOME』へ転送するには、 共通の「ニンテンドーアカウント」に 連携させることが必要です。
sp_ui_app_desc_0021_vgo	『Pokémon HOME』から『Pokémon GO』へ ポケモンを転送することはできません。
sp_ui_app_desc_0022_vgo	『Pokémon GO』のポケモンの中には、 『Pokémon HOME』へ転送できないポケモンもいます。
sp_ui_app_desc_0023_vgo	『Pokémon GO』のポケモンを『Pokémon HOME』へ 転送して、『Pokémon HOME』から 連れていけるソフトは以下のとおりです。 　・『ポケットモンスター ソード・シールド』
sp_ui_app_desc_0024_vgo	『Pokémon HOME』に転送した、 『Pokémon GO』で捕まえたポケモンを 各ソフトに連れていく場合、 一部のポケモンは連れて行く先のソフトの ポケモン図鑑に登録されているか、 一度でもそのソフトで手に入れている必要があります。
sp_ui_app_desc_0025_vgo	連携するソフトやサービスを通じて、 『ポケットモンスター』シリーズや『Pokémon GO』で 仲間にしたポケモンたちを預けることができたり、 一部のソフトには、『Pokémon HOME』からポケモンを 送ったりすることができます。 また、世界中の人とポケモンを交換することもできます。
sp_ui_link_go_0001_vgo	Pokémon GO連携
sp_ui_link_go_0002_vgo	『Pokémon GO』からポケモンが 転送されてきています。  引き取りますか？
sp_ui_transfer_accept_vgo	ポケモンを　引き取る
sp_ui_transfer_accept_confirm_vgo	転送された　ポケモンを　みる
sp_ui_transfer_complete_head_vgo	引き取り完了
sp_ui_go_complete_body_vgo	『Pokémon GO』からの　引き取りを 完了しました！
sp_ui_go_info_vgo	『Pokémon GO』から 転送されてきた　ポケモンを 引き取ることができます。
sp_ui_go_over_capacity_bank_vgo	『Pokémon HOME』の　ポケモンが いっぱいになります。 ボックスを　整理してから 再度　引き取ってください。
sp_ui_go_over_capacity_title_vgo	空き不足
sp_ui_go_pokemon_list_vgo	ボックスへ
sp_ui_transfer_failure_vgo	『Pokémon GO』からの　引き取りが 正常に　完了しませんでした。 再度　引き取ってください。 タイトル画面に　戻ります。
sp_ui_holoholo_trainer_name_vgo	Pokémon GO のトレーナー名
sp_ui_model_viewer_001	操作方法
sp_ui_model_viewer_002	タップ操作
sp_ui_model_viewer_003	アクション
sp_ui_model_viewer_004	ピンチ操作
sp_ui_model_viewer_005	拡大／縮小
sp_ui_model_viewer_006	スワイプ操作
sp_ui_model_viewer_007	回転
sp_ui_model_viewer_008	２点スワイプ操作
sp_ui_model_viewer_009	縦移動／横移動
sp_ui_get_calendar_v5	ゲットカレンダー
sp_ui_calendar_v5	カレンダー
sp_ui_memory_v5	記念日
sp_ui_calendar_year_v5	年
sp_ui_calendar_numerical_year_v5	[VAR_YEAR]年
sp_ui_calendar_numerical_year_month_v5	[VAR_YEAR]年[VAR_MONTH]月
sp_ui_calendar_numerical_month_day_v5	[VAR]月[VAR_MONTH]日
sp_ui_calendar_numerical_date_v5	[VAR_YEAR]年[VAR_MONTH]月[VAR_DAY]日
sp_ui_calendar_illegal_date_v5	不明な日にち
sp_ui_calendar_date_v5	日付
sp_ui_calendar_unspecified_v5	今日と同じ日付の記念日
sp_ui_calendar_manage_memory_v5	記念日の管理
sp_ui_calendar_register_memory_v5	記念日の登録
sp_ui_calendar_register_memory_info_v5	記念日の　タイトルと　日付を 設定してください
sp_ui_calendar_memory_title_v5	記念日のタイトル
sp_ui_calendar_error_not_entered_v5	記念日の　タイトルと　日付が 設定されていません
sp_ui_calendar_edit_v5	記念日の編集
sp_ui_calendar_delete_v5	削除
sp_ui_calendar_delete_confirm_v5	本当に　削除しますか？
sp_ui_calendar_over_capacity_v5	記念日の　登録件数が　いっぱいです 登録した　記念日を　削除するか 記念日の　編集を　してください
sp_ui_calendar_memory_empty_today_v5	記念日が　設定されていません
sp_ui_calendar_empty_list_v5	表示できる　ポケモンは　いません
sp_ui_calendar_days_v5	月／日
sp_ui_calendar_able_edit_memory_v5	登録済の　記念日を　編集します
sp_ui_get_calendar_title_v5	ゲットカレンダー

~~~~~~~~~~~~~~~
Text File : sp_wazacategory_jpn_kanji.msbt
~~~~~~~~~~~~~~~
sp_wazacategory_0000	分類
sp_wazacategory_0001	物理
sp_wazacategory_0002	特殊
sp_wazacategory_0003	変化

~~~~~~~~~~~~~~~
Text File : tokuseiinfo_jpn_kanji.msbt
~~~~~~~~~~~~~~~
TOKUSEIINFO_000	― ―
TOKUSEIINFO_001	臭い　においを　放つことによって 攻撃した　ときに　相手を ひるませることが　ある。
TOKUSEIINFO_002	登場　したときに 天気を　雨に　する。
TOKUSEIINFO_003	毎ターン　素早さが　上がる。
TOKUSEIINFO_004	硬い　甲羅に　守られて 相手の　攻撃が 急所に　当たらない。
TOKUSEIINFO_005	相手の　技を　受けても 一撃で　倒されることが　ない。 一撃必殺技も　効かない。
TOKUSEIINFO_006	あたりを　湿らせることに　よって じばく　などの　爆発する　技を だれも　使えなくなる。
TOKUSEIINFO_007	柔軟な　体によって まひ状態に　ならない。
TOKUSEIINFO_008	砂あらしの　とき 回避率が　上がる。
TOKUSEIINFO_009	静電気を　体に　まとい 触った　相手を まひさせる　ことがある。
TOKUSEIINFO_010	でんきタイプの　技を　受けると ダメージを　受けずに　回復する。
TOKUSEIINFO_011	みずタイプの　技を　受けると ダメージを　受けずに　回復する。
TOKUSEIINFO_012	鈍感なので メロメロや　ちょうはつ状態に ならない。
TOKUSEIINFO_013	あらゆる　天気の　影響が なくなって　しまう。
TOKUSEIINFO_014	複眼を　持っているため 技の　命中率が　上がる。
TOKUSEIINFO_015	眠れない　体質　なので ねむり状態に　ならない。
TOKUSEIINFO_016	相手から　受けた　技の　タイプに 自分の　タイプが　変化　する。
TOKUSEIINFO_017	体内に　免疫を　持っているため どく状態に　ならない。
TOKUSEIINFO_018	ほのおタイプの　技を　受けると 炎を　もらい　自分が　出す ほのおタイプの　技が　強くなる。
TOKUSEIINFO_019	りんぷんに　守られて 技の　追加効果を　受けなくなる。
TOKUSEIINFO_020	マイペースなので こんらん状態に　ならない。
TOKUSEIINFO_021	吸盤で　地面に　張り付き ポケモンを　入れ替えさせる 技や　道具が　効かなくなる。
TOKUSEIINFO_022	登場　したとき　威嚇して 相手を　萎縮させ 相手の　攻撃を　下げて　しまう。
TOKUSEIINFO_023	相手の　影を　踏み 逃げたり　交代　できなくする。
TOKUSEIINFO_024	攻撃を　受けたとき 自分に　触れた　相手を ざらざらの　肌で　キズつける。
TOKUSEIINFO_025	効果バツグンの　技しか 当たらない　不思議な　力。
TOKUSEIINFO_026	地面から　浮くことによって じめんタイプの　技を　受けない。
TOKUSEIINFO_027	攻撃で　自分に　触れた　相手を どくや　まひや　ねむり状態に する　ことがある。
TOKUSEIINFO_028	自分が　なってしまった どくや　まひや　やけどを 相手に　うつす。
TOKUSEIINFO_029	相手の　技や　特性で 能力を　下げられない。
TOKUSEIINFO_030	手持ちに　ひっこむと 状態異常が　治る。
TOKUSEIINFO_031	でんきタイプの　技を　自分に 寄せつけ　ダメージを　受けずに 特攻が　上がる。
TOKUSEIINFO_032	天の恵みの　おかげで 技の　追加効果が　でやすい。
TOKUSEIINFO_033	天気が　雨のとき 素早さが　上がる。
TOKUSEIINFO_034	天気が　晴れのとき 素早さが　上がる。
TOKUSEIINFO_035	あたりを　明るくする　ことで 野生の　ポケモンに 遭遇　しやすくなる。
TOKUSEIINFO_036	登場　したとき 相手の　特性を　トレースして 同じ　特性に　なる。
TOKUSEIINFO_037	物理攻撃の 威力が　２倍になる。
TOKUSEIINFO_038	自分に　触った　相手を どく状態に　することがある。
TOKUSEIINFO_039	鍛えられた　精神に　よって 相手の　攻撃に　ひるまない。
TOKUSEIINFO_040	熱い　マグマを　身にまとい こおり状態に　ならない。
TOKUSEIINFO_041	水のベールを　身にまとい やけど状態に　ならない。
TOKUSEIINFO_042	はがねタイプの　ポケモンを 磁力で　引きつけて 逃げられなくする。
TOKUSEIINFO_043	音を　遮断　することに　よって 音の　攻撃を　受けない。
TOKUSEIINFO_044	天気が　雨のとき 少しずつ　ＨＰを　回復する。
TOKUSEIINFO_045	登場　したとき 天気を　砂あらしにする。
TOKUSEIINFO_046	プレッシャーを　あたえて 相手の　使う　技の　ＰＰを 多く　減らす。
TOKUSEIINFO_047	厚い　脂肪で　守られているので ほのおタイプと　こおりタイプの 技の　ダメージを　半減させる。
TOKUSEIINFO_048	ねむり状態に　なっても ２倍の　早さで 目覚める　ことが　できる。
TOKUSEIINFO_049	自分に　触った　相手を やけど状態に　する　ことがある。
TOKUSEIINFO_050	野生の　ポケモンから 必ず　逃げられる。
TOKUSEIINFO_051	鋭い　目の　おかげで 命中率を　下げられない。
TOKUSEIINFO_052	力自慢の　ハサミを　持っているので 相手に　攻撃を　下げられない。
TOKUSEIINFO_053	相手の　使った　道具を 拾ってくることが　ある。 冒険中も　拾ってくる。
TOKUSEIINFO_054	技を　出すと 次の　ターンは　休んでしまう。
TOKUSEIINFO_055	自分の　攻撃が　高くなるが 命中率が　下がる。
TOKUSEIINFO_056	自分に　触った　相手を メロメロに　することが　ある。
TOKUSEIINFO_057	プラスか　マイナスの　特性を　持つ ポケモンが　仲間に　いると 自分の　特攻が　上がる。
TOKUSEIINFO_058	プラスか　マイナスの　特性を　持つ ポケモンが　仲間に　いると 自分の　特攻が　上がる。
TOKUSEIINFO_059	天気の　影響を　受けて みずタイプ　ほのおタイプ　こおりタイプの どれかに　変化する。
TOKUSEIINFO_060	粘着質の　体に 道具が　くっついているため 相手に　道具を　奪われない。
TOKUSEIINFO_061	体の　皮を　脱ぎ捨てることで 状態異常を 治すことが　ある。
TOKUSEIINFO_062	状態異常に　なると 根性を　だして 攻撃が　上がる。
TOKUSEIINFO_063	状態異常に　なると 不思議なウロコが　反応して 防御が　上がる。
TOKUSEIINFO_064	ヘドロ液を　吸い取った　相手は 強烈な　悪臭で ダメージを　受けて　ＨＰを　減らす。
TOKUSEIINFO_065	ＨＰが　減ったとき くさタイプの　技の 威力が　上がる。
TOKUSEIINFO_066	ＨＰが　減ったとき ほのおタイプの　技の 威力が　上がる。
TOKUSEIINFO_067	ＨＰが　減ったとき みずタイプの　技の 威力が　上がる。
TOKUSEIINFO_068	ＨＰが　減ったとき むしタイプの　技の 威力が　上がる。
TOKUSEIINFO_069	反動を　受ける　技を　出しても ＨＰが　減らない。
TOKUSEIINFO_070	登場　したときに 天気を　晴れに　する。
TOKUSEIINFO_071	戦闘で　相手を 逃げられなくする。
TOKUSEIINFO_072	やる気を　だすことに　よって ねむり状態に　ならない。
TOKUSEIINFO_073	白い煙に　守られて 相手に　能力を　下げられない。
TOKUSEIINFO_074	ヨガの　力で 物理攻撃の　威力が ２倍に　なる。
TOKUSEIINFO_075	硬い　殻に　守られ 相手の　攻撃が 急所に　当たらない。
TOKUSEIINFO_076	あらゆる　天気の　影響が 消えて　しまう。
TOKUSEIINFO_077	こんらん状態の　ときは 回避率が　アップする。
TOKUSEIINFO_078	でんきタイプの　技を　受けると ダメージを　受けずに 素早さが　上がる。
TOKUSEIINFO_079	性別が　同じだと 闘争心を　燃やして　強くなる。 性別が　違うと　弱くなる。
TOKUSEIINFO_080	ひるむ　たびに 不屈の心を　燃やして 素早さが　上がる。
TOKUSEIINFO_081	天気が　あられのとき 回避率が　上がる。
TOKUSEIINFO_082	ＨＰが　少なくなったら　食べる きのみを　ＨＰ　半分の 時に　食べてしまう。
TOKUSEIINFO_083	急所に　攻撃が　当たると 怒りくるって　攻撃力が 最大に　なる。
TOKUSEIINFO_084	持っていた　道具が　なくなると 素早さが　上がる。
TOKUSEIINFO_085	耐熱の　体に　よって ほのおタイプの　技の 威力を　半減させる。
TOKUSEIINFO_086	能力　変化が いつもの　２倍に　なる。
TOKUSEIINFO_087	天気が　雨の時や　みずタイプの 技で　ＨＰが　回復し　はれの時や ほのおタイプの　技で　減ってしまう。
TOKUSEIINFO_088	相手の　防御と　特防を　くらべて 低い　ほうの　能力に　あわせて 自分の　攻撃か　特攻を　上げる。
TOKUSEIINFO_089	パンチを　使う　技の 威力が　上がる。
TOKUSEIINFO_090	どく状態に　なると ＨＰが　減らずに　増えていく。
TOKUSEIINFO_091	自分と　おなじ　タイプの 技の　威力が　上がる。
TOKUSEIINFO_092	連続技を　使うと　いつも 最高回数　出すことが　できる。
TOKUSEIINFO_093	天気が　雨のとき 状態異常が　治る。
TOKUSEIINFO_094	天気が　晴れると 特攻が　上がるが 毎ターン　ＨＰが　減る。
TOKUSEIINFO_095	状態異常に　なると 素早さが　上がる。
TOKUSEIINFO_096	どんな　タイプの　技でも すべて　ノーマルタイプに　なる。 威力が　少し　上がる。
TOKUSEIINFO_097	攻撃を　急所に　当てると 威力が　さらに　上がる。
TOKUSEIINFO_098	攻撃　以外では ダメージを　受けない。
TOKUSEIINFO_099	ノーガード戦法に　よって お互いの　出す　技が かならず　当たる　ようになる。
TOKUSEIINFO_100	技を　出す　順番が かならず　最後に　なる。
TOKUSEIINFO_101	威力が　低い　技の 威力を　高くして　攻撃できる。
TOKUSEIINFO_102	天気が　晴れのときは 状態異常に　ならない。
TOKUSEIINFO_103	持っている　道具を 使うことが　できない。
TOKUSEIINFO_104	相手の　特性に ジャマされる　ことなく　相手に 技を　出すことが　できる。
TOKUSEIINFO_105	強運を　持っているため 相手の　急所に 攻撃が　当たりやすい。
TOKUSEIINFO_106	ひんしに　なったとき 触った　相手に ダメージを　あたえる。
TOKUSEIINFO_107	相手の　持つ　危険な　技を 察知する　ことができる。
TOKUSEIINFO_108	登場　したとき 相手の　持つ　技を ひとつだけ　読み取る。
TOKUSEIINFO_109	相手の　能力の　変化を 無視して　攻撃が　できる。
TOKUSEIINFO_110	効果が　いまひとつの　技を 通常の　威力で 出すことが　できる。
TOKUSEIINFO_111	効果バツグンに　なってしまう 攻撃の　威力を 弱める　ことが　できる。
TOKUSEIINFO_112	５ターンの　あいだ 攻撃と　素早さが 半分に　なる。
TOKUSEIINFO_113	ゴーストタイプの　ポケモンに ノーマルタイプと　かくとうタイプの 技を　当てることが　できる。
TOKUSEIINFO_114	みずタイプの　技を　自分に　よせつけ ダメージは　受けずに　特攻が　上がる。
TOKUSEIINFO_115	天気が　あられのとき　ＨＰを 少しずつ　回復　する。
TOKUSEIINFO_116	効果バツグンに　なってしまう 攻撃の　威力を 弱める　ことが　できる。
TOKUSEIINFO_117	登場　したときに 天気を　あられに　する。
TOKUSEIINFO_118	戦闘が　終わったとき あまいミツを　拾うことが　ある。
TOKUSEIINFO_119	登場　したとき 相手の　持ち物を 見通すことが　できる。
TOKUSEIINFO_120	反動で　ダメージを 受ける　技の　威力が　上がる。
TOKUSEIINFO_121	持っている　プレートや Ｚクリスタルの　タイプによって 自分の　タイプが　変わる。
TOKUSEIINFO_122	天気が　晴れのとき 自分と　味方の　攻撃と 特防の　能力が　上がる。
TOKUSEIINFO_123	ねむり状態の　相手に ダメージを　あたえる。
TOKUSEIINFO_124	触られた　相手の　道具を 盗んで　しまう。
TOKUSEIINFO_125	技の　追加効果は　なくなるが そのぶん　高い　威力で 技を　出すことが　できる。
TOKUSEIINFO_126	能力の　変化が　逆転して 上がるときに　下がり 下がるときに　上がる。
TOKUSEIINFO_127	相手を　緊張させて きのみを　食べられなく　させる。
TOKUSEIINFO_128	能力を　下げられると 攻撃が　ぐーんと　上がる。
TOKUSEIINFO_129	ＨＰが　半分に　なると 弱気に　なって　攻撃と 特攻が　半減する。
TOKUSEIINFO_130	攻撃を　受けると　相手の　技を かなしばり状態に することが　ある。
TOKUSEIINFO_131	状態異常の　味方を たまに　治してあげる。
TOKUSEIINFO_132	味方の　ダメージを 減らすことが　できる。
TOKUSEIINFO_133	物理技で　ダメージを　受けると 防御が　下がり 素早さが　ぐーんと　上がる。
TOKUSEIINFO_134	自分の　重さが ２倍に　なる。
TOKUSEIINFO_135	自分の　重さが 半分に　なる。
TOKUSEIINFO_136	ＨＰが　満タンの　ときに 受ける　ダメージが　少なくなる。
TOKUSEIINFO_137	どく状態に　なったとき 物理技の　威力が　上がる。
TOKUSEIINFO_138	やけど状態に　なったとき 特殊技の　威力が　上がる。
TOKUSEIINFO_139	使った　きのみを 何回も　作りだす。
TOKUSEIINFO_140	味方の　攻撃を　読み取って 技を　回避する。
TOKUSEIINFO_141	毎ターン　能力の　どれかが ぐーんと　上がって　どれかが　下がる。
TOKUSEIINFO_142	すなあらしや　あられなどの ダメージを　受けない。 粉の　技を　受けない。
TOKUSEIINFO_143	触る　だけで　相手を どく　状態に　することがある。
TOKUSEIINFO_144	手持ちに　引っ込むと ＨＰが　少し　回復する。
TOKUSEIINFO_145	防御を　下げる 効果を　受けない。
TOKUSEIINFO_146	天気が　すなあらし　のとき 素早さが　上がる。
TOKUSEIINFO_147	変化技を　受けにくい 体に　なっている。
TOKUSEIINFO_148	いちばん　最後に　技を　出すと 技の　威力が　上がる。
TOKUSEIINFO_149	手持ちの　いちばん　うしろに　いる ポケモンに　なりきって　登場して 相手を　化かす。
TOKUSEIINFO_150	目の前の　ポケモンに 変身　してしまう。
TOKUSEIINFO_151	相手の　壁や　身代わりを すりぬけて　攻撃　できる
TOKUSEIINFO_152	相手に　触られると 相手を　ミイラに　してしまう。
TOKUSEIINFO_153	相手を　倒すと 自信が　ついて 攻撃が　上がる。
TOKUSEIINFO_154	あくタイプの　攻撃を　受けると 正義感で　攻撃が　上がる。
TOKUSEIINFO_155	あくタイプと　ゴーストタイプと むしタイプの　技を　受けると びびって　素早さが　上がる。
TOKUSEIINFO_156	相手に　だされた　変化技を　受けずに そのまま　返す　ことが　できる。
TOKUSEIINFO_157	くさタイプの　技を　受けると ダメージを　受けずに 攻撃が　上がる。
TOKUSEIINFO_158	変化技を　先制で 出すことが　できる。
TOKUSEIINFO_159	天気が　すなあらしの　とき いわタイプと　じめんタイプと はがねタイプの　威力が　上がる。
TOKUSEIINFO_160	自分に　触った　相手に 鉄のトゲで　ダメージを　あたえる。
TOKUSEIINFO_161	ＨＰが　半分　以下に　なると 姿が　変化する。
TOKUSEIINFO_162	自分や　味方の 命中率が　上がる。
TOKUSEIINFO_163	相手の　特性に　ジャマされず 相手に　技を　出すことが　できる。
TOKUSEIINFO_164	相手の　特性に　ジャマされず 相手に　技を　出すことが　できる。
TOKUSEIINFO_165	自分と　味方への　メンタル 攻撃を　防ぐことが　できる。
TOKUSEIINFO_166	味方の　草ポケモンは 能力が　下がらず 状態異常にも　ならない。
TOKUSEIINFO_167	どんな　きのみでも 食べると　ＨＰも　回復する。
TOKUSEIINFO_168	自分が　出す　技と 同じ　タイプに　変化する。
TOKUSEIINFO_169	相手から　受ける　物理技の ダメージが　半分に　なる。
TOKUSEIINFO_170	技を　当てた　相手の 道具を　奪ってしまう。
TOKUSEIINFO_171	相手の　弾や　爆弾などの 技を　防ぐことが　できる。
TOKUSEIINFO_172	能力を　下げられると 特攻が　ぐーんと　上がる。
TOKUSEIINFO_173	あごが　頑丈で 噛む　技の　威力が 高くなる。
TOKUSEIINFO_174	ノーマルタイプの　技が こおりタイプに　なる。 威力が　少し　上がる。
TOKUSEIINFO_175	味方の　ポケモンは 眠らなくなる。
TOKUSEIINFO_176	攻撃技を　出すと　ブレードフォルムに 技　キングシールドを　出すと シールドフォルムに　変化する。
TOKUSEIINFO_177	ＨＰが　満タン　だと ひこうタイプの　技を 先制で　出すことが　できる。
TOKUSEIINFO_178	波動の　技の 威力が　高くなる。
TOKUSEIINFO_179	グラスフィールドのとき 防御が　上がる。
TOKUSEIINFO_180	味方が　道具を　使うと 自分の　持っている　道具を 味方に　渡す。
TOKUSEIINFO_181	相手に　接触する　技の 威力が　高くなる。
TOKUSEIINFO_182	ノーマルタイプの　技が フェアリータイプになる。 威力が　少し　上がる。
TOKUSEIINFO_183	攻撃で　自分に　触れた　相手の 素早さを　下げる。
TOKUSEIINFO_184	ノーマルタイプの　技が ひこうタイプになる。 威力が　少し　上がる。
TOKUSEIINFO_185	親子　２匹で　２回 攻撃することが　できる。
TOKUSEIINFO_186	全員の　あくタイプの 技が　強くなる。
TOKUSEIINFO_187	全員の　フェアリータイプの 技が　強くなる。
TOKUSEIINFO_188	オーラの　効果を　逆転させて 威力を　下げる。
TOKUSEIINFO_189	ほのおタイプの　攻撃を 受けない　天気にする。
TOKUSEIINFO_190	みずタイプの　攻撃を 受けない　天気にする。
TOKUSEIINFO_191	ひこうタイプの　弱点が なくなる　天気にする。
TOKUSEIINFO_192	攻撃を　受けると 防御が　上がる。
TOKUSEIINFO_193	ＨＰが　半分に　なると あわてて　逃げ出して 手持ちに　引っ込んで　しまう。
TOKUSEIINFO_194	ＨＰが　半分に　なると 危険を　回避するため 手持ちに　引っ込んで　しまう。
TOKUSEIINFO_195	みずタイプの　技を　受けると 防御が　ぐーんと　上がる。
TOKUSEIINFO_196	どく状態の 相手を　攻撃すると かならず　急所に　当たる。
TOKUSEIINFO_197	ＨＰが　半分に　なると 殻が　壊れて 攻撃的に　なる。
TOKUSEIINFO_198	交代で　出てきた　相手に ２倍の　ダメージで　攻撃　できる。
TOKUSEIINFO_199	自分に　対する　ほのおタイプの 技の　威力を　下げる。 やけど　しない。
TOKUSEIINFO_200	はがねタイプの　技の 威力が　上がる。
TOKUSEIINFO_201	相手の　攻撃で ＨＰが　半分に　なると 特攻が　上がる。
TOKUSEIINFO_202	天気が　あられ　のとき 素早さが　上がる。
TOKUSEIINFO_203	すべての　技を 相手に　接触　しないで 出すことが　できる。
TOKUSEIINFO_204	すべての　音技が みずタイプに　なる。
TOKUSEIINFO_205	回復技を　先制で 出すことが　できる。
TOKUSEIINFO_206	ノーマルタイプの　技が でんきタイプになる。 威力が　少し　上がる。
TOKUSEIINFO_207	エレキフィールド　のとき 素早さが　２倍に　なる。
TOKUSEIINFO_208	ＨＰが　多いときは　群れて　強くなる。 ＨＰの　残りが　少なくなると 群れは　散り散りに　なってしまう。
TOKUSEIINFO_209	体を　被う　化けの皮で １回　攻撃を　防ぐことが　できる。
TOKUSEIINFO_210	相手を　倒すと　トレーナーとの キズナが　深まり　サトシゲッコウガに 変化する。みずしゅりけんが　強くなる。
TOKUSEIINFO_211	ＨＰが　半分に　なると セルたちが　応援に　駆けつけ パーフェクトフォルムに　姿を　変える。
TOKUSEIINFO_212	はがねタイプや　どくタイプも どく状態に　することが　できる。
TOKUSEIINFO_213	つねに　夢うつつの　状態で 絶対に　目覚めない。 眠ったまま　攻撃が　できる。
TOKUSEIINFO_214	相手に　威圧感を　あたえ こちらに　むかって　先制技を 出せない　ようにする。
TOKUSEIINFO_215	相手に　倒されたとき ＨＰの　残りの　ぶんだけ 相手に　ダメージを　あたえる。
TOKUSEIINFO_216	だれかが　踊り技を　使うと 自分も　それに　続いて 踊り技を　出すことが　できる。
TOKUSEIINFO_217	味方の　特殊技の 威力を　上げる。
TOKUSEIINFO_218	相手から　受けた　接触する　技の ダメージを　半減するが　ほのおタイプの 技の　ダメージは　２倍になる。
TOKUSEIINFO_219	相手を　びっくり　させて こちらに　むかって　先制技を 出せない　ようにする。
TOKUSEIINFO_220	ポケモンが　ひんしに　なるたびに 特攻が　上がる。
TOKUSEIINFO_221	攻撃で　自分に　触れた　相手の 素早さを　下げる。
TOKUSEIINFO_222	倒された　味方の　特性を 受け継いで　同じ　特性に　なる。
TOKUSEIINFO_223	倒された　味方の　特性を　受け継ぎ 同じ　特性に　変わる。
TOKUSEIINFO_224	相手を　倒したとき 自分の　いちばん　高い 能力が　上がる。
TOKUSEIINFO_225	持っている　メモリで 自分の　タイプが　変わる。
TOKUSEIINFO_226	登場　したときに エレキフィールドを　はりめぐらせる。
TOKUSEIINFO_227	登場　したときに サイコフィールドを　はりめぐらせる。
TOKUSEIINFO_228	登場　したときに ミストフィールドを　はりめぐらせる。
TOKUSEIINFO_229	登場　したときに グラスフィールドを　はりめぐらせる。
TOKUSEIINFO_230	相手の　技や　特性で 能力を　下げられない。
TOKUSEIINFO_231	ＨＰが　満タンの　ときに 受ける　ダメージが　少なくなる。
TOKUSEIINFO_232	効果バツグンに　なってしまう 攻撃の　威力を 弱める　ことが　できる。
TOKUSEIINFO_233	効果バツグンの　攻撃で 威力が　さらに　上がる。
TOKUSEIINFO_234	登場　したときに 攻撃が　上がる。
TOKUSEIINFO_235	登場　したときに 防御が　上がる。
TOKUSEIINFO_236	自分が　出す　技と 同じ　タイプに　変化する。
TOKUSEIINFO_237	道具を　持っていない　場合 １回目に　投げて　失敗　した モンスターボールを　拾ってくる。
TOKUSEIINFO_238	攻撃を　受けると　わたげを　ばらまいて 自分以外の　ポケモン　すべての 素早さを　下げる。
TOKUSEIINFO_239	相手の　技を　引き受ける 特性や　技の 影響を　無視　できる。
TOKUSEIINFO_240	自分が　受けた 能力　ダウンの 効果　だけを　跳ね返す。
TOKUSEIINFO_241	なみのりか　ダイビングを　すると 獲物を　くわえてくる。　ダメージを 受けると　獲物を　吐きだして　攻撃。
TOKUSEIINFO_242	相手の　技を　引き受ける 特性や　技の 影響を　無視　できる。
TOKUSEIINFO_243	みずタイプ　ほのおタイプの 技を　受けると 素早さが　ぐぐーんと　上がる。
TOKUSEIINFO_244	音技の　威力が　上がる。 受けた　音技の ダメージは　半分に　なる。
TOKUSEIINFO_245	攻撃を　受けると 砂あらしを　起こす。
TOKUSEIINFO_246	こおりのりんぷんに　守られて 特殊攻撃で　受ける ダメージが　半減　する。
TOKUSEIINFO_247	熟成　させることで きのみの　効果が 倍に　なる。
TOKUSEIINFO_248	物理攻撃は　頭の　氷が みがわりに　なるが　姿も　変わる。 氷は　あられが　降ると　元に戻る。
TOKUSEIINFO_249	隣に　いるだけで 技の　威力が　上がる。
TOKUSEIINFO_250	フィールドの　状態に　あわせて ポケモンの　タイプが　変わる。
TOKUSEIINFO_251	登場　したときに　敵と　味方の ひかりのかべ　リフレクター オーロラベールの　効果が　消える。
TOKUSEIINFO_252	味方の　はがねタイプの 攻撃の　威力が　あがる。
TOKUSEIINFO_253	接触する　技を　受けると お互い　３ターン　たつと　ひんしになる。 交代すると　効果は　なくなる。
