~~~~~~~~~~~~~~~
Text File : itemname_fra.msbt
~~~~~~~~~~~~~~~
ITEMNAME_000	Aucun objet
WAZANAME_738	Évo-Écolo
WAZANAME_739	Évo-Congélo
WAZANAME_740	Évo-Fabulo
WAZANAME_741	Évo-Chardasso
WAZANAME_742	Écrous d'Poing
WAZANAME_743	Gardomax
WAZANAME_744	Canon Dynamax
WAZANAME_745	Tir de Précision
WAZANAME_746	Croque Fort
WAZANAME_747	Garde-à-Joues
WAZANAME_748	Ultime Bastion
WAZANAME_749	Goudronnage
WAZANAME_750	Poudre Magique
WAZANAME_751	Draco-Flèches
WAZANAME_752	Thérémonie
WAZANAME_753	Octoprise
WAZANAME_754	Prise de Bec
WAZANAME_755	Branchicrok
WAZANAME_756	Change-Côté
WAZANAME_757	Pyromax
WAZANAME_758	Insectomax
WAZANAME_759	Fulguromax
WAZANAME_760	Normalomax
WAZANAME_761	Pugilomax
WAZANAME_762	Spectromax
WAZANAME_763	Cryomax
WAZANAME_764	Toxinomax
WAZANAME_765	Hydromax
WAZANAME_766	Aéromax
WAZANAME_767	Enchantomax
WAZANAME_768	Dracomax
WAZANAME_769	Psychomax
WAZANAME_770	Lithomax
WAZANAME_771	Sismomax
WAZANAME_772	Sinistromax
WAZANAME_773	Phytomax
WAZANAME_774	Métallomax
WAZANAME_775	Dracacophonie
WAZANAME_776	Big Splash
WAZANAME_777	Nappage
WAZANAME_778	Tambour Battant
WAZANAME_779	Troquenard
WAZANAME_780	Ballon Brûlant
WAZANAME_781	Gladius Maximus
WAZANAME_782	Aegis Maxima
WAZANAME_783	Roue Libre
WAZANAME_784	Abattage
WAZANAME_785	Tapotige
WAZANAME_786	Overdrive
WAZANAME_787	Acide Malique
WAZANAME_788	Force G
WAZANAME_789	Choc Émotionnel
WAZANAME_790	Vapeur Féérique
WAZANAME_791	Fontaine de Vie
WAZANAME_792	Blocage
WAZANAME_793	Fourbette
WAZANAME_794	Joute Astrale
WAZANAME_795	Laser Infinimax
WAZANAME_796	Métalaser
WAZANAME_797	Vaste Pouvoir
WAZANAME_798	Métalliroue
WAZANAME_799	Rafale Écailles
WAZANAME_800	Laser Météore
WAZANAME_801	Kokiyarme
WAZANAME_802	Explo-Brume
WAZANAME_803	Gliss'Herbe
WAZANAME_804	Monte-Tension
WAZANAME_805	Champlification
WAZANAME_806	Ravage Rampant
WAZANAME_807	Feu Envieux
WAZANAME_808	Cent Rancunes
WAZANAME_809	Esprit Frappeur
WAZANAME_810	Gaz Corrosif
WAZANAME_811	Coaching
WAZANAME_812	Eau Revoir
WAZANAME_813	Triple Axel
WAZANAME_814	Double Volée
WAZANAME_815	Sable Ardent
WAZANAME_816	Selve Salvatrice
WAZANAME_817	Poing Obscur
WAZANAME_818	Torrent de Coups
WAZANAME_819	Voltageôle
WAZANAME_820	Draco-Énergie
WAZANAME_821	Regard Glaçant
WAZANAME_822	Fureur Ardente
WAZANAME_823	Coup Fulgurant
WAZANAME_824	Lance de Glace
WAZANAME_825	Éclat Spectral
WAZANAME_826	Sort Sinistre

~~~~~~~~~~~~~~~
Text File : zkn_form_fra.msbt
~~~~~~~~~~~~~~~
ZKN_FORM_000_000	
ZKN_FORM_001_000	
ZKN_FORM_002_000	
ZKN_FORM_003_000	
ZKN_FORM_004_000	
ZKN_FORM_005_000	
ZKN_FORM_006_000	
ZKN_FORM_007_000	
ZKN_FORM_008_000	
ZKN_FORM_009_000	
ZKN_FORM_010_000	
ZKN_FORM_011_000	
ZKN_FORM_012_000	
ZKN_FORM_013_000	
ZKN_FORM_014_000	
ZKN_FORM_015_000	
ZKN_FORM_016_000	
ZKN_FORM_017_000	
ZKN_FORM_018_000	
ZKN_FORM_019_000	
ZKN_FORM_020_000	
ZKN_FORM_021_000	
ZKN_FORM_022_000	
ZKN_FORM_023_000	
ZKN_FORM_024_000	
ZKN_FORM_025_000	
ZKN_FORM_026_000	
ZKN_FORM_027_000	
ZKN_FORM_028_000	
ZKN_FORM_029_000	
ZKN_FORM_030_000	
ZKN_FORM_031_000	
ZKN_FORM_032_000	
ZKN_FORM_033_000	
ZKN_FORM_034_000	
ZKN_FORM_035_000	
ZKN_FORM_036_000	
ZKN_FORM_037_000	
ZKN_FORM_038_000	
ZKN_FORM_039_000	
ZKN_FORM_040_000	
ZKN_FORM_041_000	
ZKN_FORM_042_000	
ZKN_FORM_043_000	
ZKN_FORM_044_000	
ZKN_FORM_045_000	
ZKN_FORM_046_000	
ZKN_FORM_047_000	
ZKN_FORM_048_000	
ZKN_FORM_049_000	
ZKN_FORM_050_000	
ZKN_FORM_051_000	
ZKN_FORM_052_000	
ZKN_FORM_053_000	
ZKN_FORM_054_000	
ZKN_FORM_055_000	
ZKN_FORM_056_000	
ZKN_FORM_057_000	
ZKN_FORM_058_000	
ZKN_FORM_059_000	
ZKN_FORM_060_000	
ZKN_FORM_061_000	
ZKN_FORM_062_000	
ZKN_FORM_063_000	
ZKN_FORM_064_000	
ZKN_FORM_065_000	
ZKN_FORM_066_000	
ZKN_FORM_067_000	
ZKN_FORM_068_000	
ZKN_FORM_069_000	
ZKN_FORM_070_000	
ZKN_FORM_071_000	
ZKN_FORM_072_000	
ZKN_FORM_073_000	
ZKN_FORM_074_000	
ZKN_FORM_075_000	
ZKN_FORM_076_000	
ZKN_FORM_077_000	
ZKN_FORM_078_000	
ZKN_FORM_079_000	
ZKN_FORM_080_000	
ZKN_FORM_081_000	
ZKN_FORM_082_000	
ZKN_FORM_083_000	
ZKN_FORM_084_000	
ZKN_FORM_085_000	
ZKN_FORM_086_000	
ZKN_FORM_087_000	
ZKN_FORM_088_000	
ZKN_FORM_089_000	
ZKN_FORM_090_000	
ZKN_FORM_091_000	
ZKN_FORM_092_000	
ZKN_FORM_093_000	
ZKN_FORM_094_000	
ZKN_FORM_095_000	
ZKN_FORM_096_000	
ZKN_FORM_097_000	
ZKN_FORM_098_000	
ZKN_FORM_099_000	
ZKN_FORM_100_000	
ZKN_FORM_101_000	
ZKN_FORM_102_000	
ZKN_FORM_103_000	
ZKN_FORM_104_000	
ZKN_FORM_105_000	
ZKN_FORM_106_000	
ZKN_FORM_107_000	
ZKN_FORM_108_000	
ZKN_FORM_109_000	
ZKN_FORM_110_000	
ZKN_FORM_111_000	
ZKN_FORM_112_000	
ZKN_FORM_113_000	
ZKN_FORM_114_000	
ZKN_FORM_115_000	
ZKN_FORM_116_000	
ZKN_FORM_117_000	
ZKN_FORM_118_000	
ZKN_FORM_119_000	
ZKN_FORM_120_000	
ZKN_FORM_121_000	
ZKN_FORM_122_000	
ZKN_FORM_123_000	
ZKN_FORM_124_000	
ZKN_FORM_125_000	
ZKN_FORM_126_000	
ZKN_FORM_127_000	
ZKN_FORM_128_000	
ZKN_FORM_129_000	
ZKN_FORM_130_000	
ZKN_FORM_131_000	
ZKN_FORM_132_000	
ZKN_FORM_133_000	
ZKN_FORM_134_000	
ZKN_FORM_135_000	
ZKN_FORM_136_000	
ZKN_FORM_137_000	
ZKN_FORM_138_000	
ZKN_FORM_139_000	
ZKN_FORM_140_000	
ZKN_FORM_141_000	
ZKN_FORM_142_000	
ZKN_FORM_143_000	
ZKN_FORM_144_000	
ZKN_FORM_145_000	
ZKN_FORM_146_000	
ZKN_FORM_147_000	
ZKN_FORM_148_000	
ZKN_FORM_149_000	
ZKN_FORM_150_000	
ZKN_FORM_151_000	
ZKN_FORM_152_000	
ZKN_FORM_153_000	
ZKN_FORM_154_000	
ZKN_FORM_155_000	
ZKN_FORM_156_000	
ZKN_FORM_157_000	
ZKN_FORM_158_000	
ZKN_FORM_159_000	
ZKN_FORM_160_000	
ZKN_FORM_161_000	
ZKN_FORM_162_000	
ZKN_FORM_163_000	
ZKN_FORM_164_000	
ZKN_FORM_165_000	
ZKN_FORM_166_000	
ZKN_FORM_167_000	
ZKN_FORM_168_000	
ZKN_FORM_169_000	
ZKN_FORM_170_000	
ZKN_FORM_171_000	
ZKN_FORM_172_000	
ZKN_FORM_173_000	
ZKN_FORM_174_000	
ZKN_FORM_175_000	
ZKN_FORM_176_000	
ZKN_FORM_177_000	
ZKN_FORM_178_000	
ZKN_FORM_179_000	
ZKN_FORM_180_000	
ZKN_FORM_181_000	
ZKN_FORM_182_000	
ZKN_FORM_183_000	
ZKN_FORM_184_000	
ZKN_FORM_185_000	
ZKN_FORM_186_000	
ZKN_FORM_187_000	
ZKN_FORM_188_000	
ZKN_FORM_189_000	
ZKN_FORM_190_000	
ZKN_FORM_191_000	
ZKN_FORM_192_000	
ZKN_FORM_193_000	
ZKN_FORM_194_000	
ZKN_FORM_195_000	
ZKN_FORM_196_000	
ZKN_FORM_197_000	
ZKN_FORM_198_000	
ZKN_FORM_199_000	
ZKN_FORM_200_000	
ZKN_FORM_201_000	Forme Unique
ZKN_FORM_202_000	
ZKN_FORM_203_000	
ZKN_FORM_204_000	
ZKN_FORM_205_000	
ZKN_FORM_206_000	
ZKN_FORM_207_000	
ZKN_FORM_208_000	
ZKN_FORM_209_000	
ZKN_FORM_210_000	
ZKN_FORM_211_000	
ZKN_FORM_212_000	
ZKN_FORM_213_000	
ZKN_FORM_214_000	
ZKN_FORM_215_000	
ZKN_FORM_216_000	
ZKN_FORM_217_000	
ZKN_FORM_218_000	
ZKN_FORM_219_000	
ZKN_FORM_220_000	
ZKN_FORM_221_000	
ZKN_FORM_222_000	
ZKN_FORM_223_000	
ZKN_FORM_224_000	
ZKN_FORM_225_000	
ZKN_FORM_226_000	
ZKN_FORM_227_000	
ZKN_FORM_228_000	
ZKN_FORM_229_000	
ZKN_FORM_230_000	
ZKN_FORM_231_000	
ZKN_FORM_232_000	
ZKN_FORM_233_000	
ZKN_FORM_234_000	
ZKN_FORM_235_000	
ZKN_FORM_236_000	
ZKN_FORM_237_000	
ZKN_FORM_238_000	
ZKN_FORM_239_000	
ZKN_FORM_240_000	
ZKN_FORM_241_000	
ZKN_FORM_242_000	
ZKN_FORM_243_000	
ZKN_FORM_244_000	
ZKN_FORM_245_000	
ZKN_FORM_246_000	
ZKN_FORM_247_000	
ZKN_FORM_248_000	
ZKN_FORM_249_000	
ZKN_FORM_250_000	
ZKN_FORM_251_000	
ZKN_FORM_252_000	
ZKN_FORM_253_000	
ZKN_FORM_254_000	
ZKN_FORM_255_000	
ZKN_FORM_256_000	
ZKN_FORM_257_000	
ZKN_FORM_258_000	
ZKN_FORM_259_000	
ZKN_FORM_260_000	
ZKN_FORM_261_000	
ZKN_FORM_262_000	
ZKN_FORM_263_000	
ZKN_FORM_264_000	
ZKN_FORM_265_000	
ZKN_FORM_266_000	
ZKN_FORM_267_000	
ZKN_FORM_268_000	
ZKN_FORM_269_000	
ZKN_FORM_270_000	
ZKN_FORM_271_000	
ZKN_FORM_272_000	
ZKN_FORM_273_000	
ZKN_FORM_274_000	
ZKN_FORM_275_000	
ZKN_FORM_276_000	
ZKN_FORM_277_000	
ZKN_FORM_278_000	
ZKN_FORM_279_000	
ZKN_FORM_280_000	
ZKN_FORM_281_000	
ZKN_FORM_282_000	
ZKN_FORM_283_000	
ZKN_FORM_284_000	
ZKN_FORM_285_000	
ZKN_FORM_286_000	
ZKN_FORM_287_000	
ZKN_FORM_288_000	
ZKN_FORM_289_000	
ZKN_FORM_290_000	
ZKN_FORM_291_000	
ZKN_FORM_292_000	
ZKN_FORM_293_000	
ZKN_FORM_294_000	
ZKN_FORM_295_000	
ZKN_FORM_296_000	
ZKN_FORM_297_000	
ZKN_FORM_298_000	
ZKN_FORM_299_000	
ZKN_FORM_300_000	
ZKN_FORM_301_000	
ZKN_FORM_302_000	
ZKN_FORM_303_000	
ZKN_FORM_304_000	
ZKN_FORM_305_000	
ZKN_FORM_306_000	
ZKN_FORM_307_000	
ZKN_FORM_308_000	
ZKN_FORM_309_000	
ZKN_FORM_310_000	
ZKN_FORM_311_000	
ZKN_FORM_312_000	
ZKN_FORM_313_000	
ZKN_FORM_314_000	
ZKN_FORM_315_000	
ZKN_FORM_316_000	
ZKN_FORM_317_000	
ZKN_FORM_318_000	
ZKN_FORM_319_000	
ZKN_FORM_320_000	
ZKN_FORM_321_000	
ZKN_FORM_322_000	
ZKN_FORM_323_000	
ZKN_FORM_324_000	
ZKN_FORM_325_000	
ZKN_FORM_326_000	
ZKN_FORM_327_000	
ZKN_FORM_328_000	
ZKN_FORM_329_000	
ZKN_FORM_330_000	
ZKN_FORM_331_000	
ZKN_FORM_332_000	
ZKN_FORM_333_000	
ZKN_FORM_334_000	
ZKN_FORM_335_000	
ZKN_FORM_336_000	
ZKN_FORM_337_000	
ZKN_FORM_338_000	
ZKN_FORM_339_000	
ZKN_FORM_340_000	
ZKN_FORM_341_000	
ZKN_FORM_342_000	
ZKN_FORM_343_000	
ZKN_FORM_344_000	
ZKN_FORM_345_000	
ZKN_FORM_346_000	
ZKN_FORM_347_000	
ZKN_FORM_348_000	
ZKN_FORM_349_000	
ZKN_FORM_350_000	
ZKN_FORM_351_000	Forme de Morphéo
ZKN_FORM_352_000	
ZKN_FORM_353_000	
ZKN_FORM_354_000	
ZKN_FORM_355_000	
ZKN_FORM_356_000	
ZKN_FORM_357_000	
ZKN_FORM_358_000	
ZKN_FORM_359_000	
ZKN_FORM_360_000	
ZKN_FORM_361_000	
ZKN_FORM_362_000	
ZKN_FORM_363_000	
ZKN_FORM_364_000	
ZKN_FORM_365_000	
ZKN_FORM_366_000	
ZKN_FORM_367_000	
ZKN_FORM_368_000	
ZKN_FORM_369_000	
ZKN_FORM_370_000	
ZKN_FORM_371_000	
ZKN_FORM_372_000	
ZKN_FORM_373_000	
ZKN_FORM_374_000	
ZKN_FORM_375_000	
ZKN_FORM_376_000	
ZKN_FORM_377_000	
ZKN_FORM_378_000	
ZKN_FORM_379_000	
ZKN_FORM_380_000	
ZKN_FORM_381_000	
ZKN_FORM_382_000	
ZKN_FORM_383_000	
ZKN_FORM_384_000	
ZKN_FORM_385_000	
ZKN_FORM_386_000	Forme Normale
ZKN_FORM_387_000	
ZKN_FORM_388_000	
ZKN_FORM_389_000	
ZKN_FORM_390_000	
ZKN_FORM_391_000	
ZKN_FORM_392_000	
ZKN_FORM_393_000	
ZKN_FORM_394_000	
ZKN_FORM_395_000	
ZKN_FORM_396_000	
ZKN_FORM_397_000	
ZKN_FORM_398_000	
ZKN_FORM_399_000	
ZKN_FORM_400_000	
ZKN_FORM_401_000	
ZKN_FORM_402_000	
ZKN_FORM_403_000	
ZKN_FORM_404_000	
ZKN_FORM_405_000	
ZKN_FORM_406_000	
ZKN_FORM_407_000	
ZKN_FORM_408_000	
ZKN_FORM_409_000	
ZKN_FORM_410_000	
ZKN_FORM_411_000	
ZKN_FORM_412_000	Cape Plante
ZKN_FORM_413_000	Cape Plante
ZKN_FORM_414_000	
ZKN_FORM_415_000	
ZKN_FORM_416_000	
ZKN_FORM_417_000	
ZKN_FORM_418_000	
ZKN_FORM_419_000	
ZKN_FORM_420_000	
ZKN_FORM_421_000	Temps Couvert
ZKN_FORM_422_000	Mer Occident
ZKN_FORM_423_000	Mer Occident
ZKN_FORM_424_000	
ZKN_FORM_425_000	
ZKN_FORM_426_000	
ZKN_FORM_427_000	
ZKN_FORM_428_000	
ZKN_FORM_429_000	
ZKN_FORM_430_000	
ZKN_FORM_431_000	
ZKN_FORM_432_000	
ZKN_FORM_433_000	
ZKN_FORM_434_000	
ZKN_FORM_435_000	
ZKN_FORM_436_000	
ZKN_FORM_437_000	
ZKN_FORM_438_000	
ZKN_FORM_439_000	
ZKN_FORM_440_000	
ZKN_FORM_441_000	
ZKN_FORM_442_000	
ZKN_FORM_443_000	
ZKN_FORM_444_000	
ZKN_FORM_445_000	
ZKN_FORM_446_000	
ZKN_FORM_447_000	
ZKN_FORM_448_000	
ZKN_FORM_449_000	
ZKN_FORM_450_000	
ZKN_FORM_451_000	
ZKN_FORM_452_000	
ZKN_FORM_453_000	
ZKN_FORM_454_000	
ZKN_FORM_455_000	
ZKN_FORM_456_000	
ZKN_FORM_457_000	
ZKN_FORM_458_000	
ZKN_FORM_459_000	
ZKN_FORM_460_000	
ZKN_FORM_461_000	
ZKN_FORM_462_000	
ZKN_FORM_463_000	
ZKN_FORM_464_000	
ZKN_FORM_465_000	
ZKN_FORM_466_000	
ZKN_FORM_467_000	
ZKN_FORM_468_000	
ZKN_FORM_469_000	
ZKN_FORM_470_000	
ZKN_FORM_471_000	
ZKN_FORM_472_000	
ZKN_FORM_473_000	
ZKN_FORM_474_000	
ZKN_FORM_475_000	
ZKN_FORM_476_000	
ZKN_FORM_477_000	
ZKN_FORM_478_000	
ZKN_FORM_479_000	Forme de Motisma
ZKN_FORM_480_000	
ZKN_FORM_481_000	
ZKN_FORM_482_000	
ZKN_FORM_483_000	
ZKN_FORM_484_000	
ZKN_FORM_485_000	
ZKN_FORM_486_000	
ZKN_FORM_487_000	Forme Alternative
ZKN_FORM_488_000	
ZKN_FORM_489_000	
ZKN_FORM_490_000	
ZKN_FORM_491_000	
ZKN_FORM_492_000	Forme Terrestre
ZKN_FORM_493_000	Forme de Arceus
ZKN_FORM_494_000	
ZKN_FORM_495_000	
ZKN_FORM_496_000	
ZKN_FORM_497_000	
ZKN_FORM_498_000	
ZKN_FORM_499_000	
ZKN_FORM_500_000	
ZKN_FORM_501_000	
ZKN_FORM_502_000	
ZKN_FORM_503_000	
ZKN_FORM_504_000	
ZKN_FORM_505_000	
ZKN_FORM_506_000	
ZKN_FORM_507_000	
ZKN_FORM_508_000	
ZKN_FORM_509_000	
ZKN_FORM_510_000	
ZKN_FORM_511_000	
ZKN_FORM_512_000	
ZKN_FORM_513_000	
ZKN_FORM_514_000	
ZKN_FORM_515_000	
ZKN_FORM_516_000	
ZKN_FORM_517_000	
ZKN_FORM_518_000	
ZKN_FORM_519_000	
ZKN_FORM_520_000	
ZKN_FORM_521_000	
ZKN_FORM_522_000	
ZKN_FORM_523_000	
ZKN_FORM_524_000	
ZKN_FORM_525_000	
ZKN_FORM_526_000	
ZKN_FORM_527_000	
ZKN_FORM_528_000	
ZKN_FORM_529_000	
ZKN_FORM_530_000	
ZKN_FORM_531_000	
ZKN_FORM_532_000	
ZKN_FORM_533_000	
ZKN_FORM_534_000	
ZKN_FORM_535_000	
ZKN_FORM_536_000	
ZKN_FORM_537_000	
ZKN_FORM_538_000	
ZKN_FORM_539_000	
ZKN_FORM_540_000	
ZKN_FORM_541_000	
ZKN_FORM_542_000	
ZKN_FORM_543_000	
ZKN_FORM_544_000	
ZKN_FORM_545_000	
ZKN_FORM_546_000	
ZKN_FORM_547_000	
ZKN_FORM_548_000	
ZKN_FORM_549_000	
ZKN_FORM_550_000	Motif Rouge
ZKN_FORM_551_000	
ZKN_FORM_552_000	
ZKN_FORM_553_000	
ZKN_FORM_554_000	
ZKN_FORM_555_000	Mode Normal
ZKN_FORM_556_000	
ZKN_FORM_557_000	
ZKN_FORM_558_000	
ZKN_FORM_559_000	
ZKN_FORM_560_000	
ZKN_FORM_561_000	
ZKN_FORM_562_000	
ZKN_FORM_563_000	
ZKN_FORM_564_000	
ZKN_FORM_565_000	
ZKN_FORM_566_000	
ZKN_FORM_567_000	
ZKN_FORM_568_000	
ZKN_FORM_569_000	
ZKN_FORM_570_000	
ZKN_FORM_571_000	
ZKN_FORM_572_000	
ZKN_FORM_573_000	
ZKN_FORM_574_000	
ZKN_FORM_575_000	
ZKN_FORM_576_000	
ZKN_FORM_577_000	
ZKN_FORM_578_000	
ZKN_FORM_579_000	
ZKN_FORM_580_000	
ZKN_FORM_581_000	
ZKN_FORM_582_000	
ZKN_FORM_583_000	
ZKN_FORM_584_000	
ZKN_FORM_585_000	Forme Printemps
ZKN_FORM_586_000	Forme Printemps
ZKN_FORM_587_000	
ZKN_FORM_588_000	
ZKN_FORM_589_000	
ZKN_FORM_590_000	
ZKN_FORM_591_000	
ZKN_FORM_592_000	
ZKN_FORM_593_000	
ZKN_FORM_594_000	
ZKN_FORM_595_000	
ZKN_FORM_596_000	
ZKN_FORM_597_000	
ZKN_FORM_598_000	
ZKN_FORM_599_000	
ZKN_FORM_600_000	
ZKN_FORM_601_000	
ZKN_FORM_602_000	
ZKN_FORM_603_000	
ZKN_FORM_604_000	
ZKN_FORM_605_000	
ZKN_FORM_606_000	
ZKN_FORM_607_000	
ZKN_FORM_608_000	
ZKN_FORM_609_000	
ZKN_FORM_610_000	
ZKN_FORM_611_000	
ZKN_FORM_612_000	
ZKN_FORM_613_000	
ZKN_FORM_614_000	
ZKN_FORM_615_000	
ZKN_FORM_616_000	
ZKN_FORM_617_000	
ZKN_FORM_618_000	
ZKN_FORM_619_000	
ZKN_FORM_620_000	
ZKN_FORM_621_000	
ZKN_FORM_622_000	
ZKN_FORM_623_000	
ZKN_FORM_624_000	
ZKN_FORM_625_000	
ZKN_FORM_626_000	
ZKN_FORM_627_000	
ZKN_FORM_628_000	
ZKN_FORM_629_000	
ZKN_FORM_630_000	
ZKN_FORM_631_000	
ZKN_FORM_632_000	
ZKN_FORM_633_000	
ZKN_FORM_634_000	
ZKN_FORM_635_000	
ZKN_FORM_636_000	
ZKN_FORM_637_000	
ZKN_FORM_638_000	
ZKN_FORM_639_000	
ZKN_FORM_640_000	
ZKN_FORM_641_000	Forme Avatar
ZKN_FORM_642_000	Forme Avatar
ZKN_FORM_643_000	
ZKN_FORM_644_000	
ZKN_FORM_645_000	Forme Avatar
ZKN_FORM_646_000	Forme de Kyurem
ZKN_FORM_647_000	Aspect Normal
ZKN_FORM_648_000	Forme Chant
ZKN_FORM_649_000	Forme de Genesect
ZKN_FORM_650_000	
ZKN_FORM_651_000	
ZKN_FORM_652_000	
ZKN_FORM_653_000	
ZKN_FORM_654_000	
ZKN_FORM_655_000	
ZKN_FORM_656_000	
ZKN_FORM_657_000	
ZKN_FORM_658_000	
ZKN_FORM_659_000	
ZKN_FORM_660_000	
ZKN_FORM_661_000	
ZKN_FORM_662_000	
ZKN_FORM_663_000	
ZKN_FORM_664_000	
ZKN_FORM_665_000	
ZKN_FORM_666_000	Motif Blizzard
ZKN_FORM_667_000	
ZKN_FORM_668_000	
ZKN_FORM_669_000	Fleur Rouge
ZKN_FORM_670_000	Fleur Rouge
ZKN_FORM_671_000	Fleur Rouge
ZKN_FORM_672_000	
ZKN_FORM_673_000	
ZKN_FORM_674_000	
ZKN_FORM_675_000	
ZKN_FORM_676_000	Forme Sauvage
ZKN_FORM_677_000	
ZKN_FORM_678_000	Mâle
ZKN_FORM_679_000	
ZKN_FORM_680_000	
ZKN_FORM_681_000	Forme Parade
ZKN_FORM_682_000	
ZKN_FORM_683_000	
ZKN_FORM_684_000	
ZKN_FORM_685_000	
ZKN_FORM_686_000	
ZKN_FORM_687_000	
ZKN_FORM_688_000	
ZKN_FORM_689_000	
ZKN_FORM_690_000	
ZKN_FORM_691_000	
ZKN_FORM_692_000	
ZKN_FORM_693_000	
ZKN_FORM_694_000	
ZKN_FORM_695_000	
ZKN_FORM_696_000	
ZKN_FORM_697_000	
ZKN_FORM_698_000	
ZKN_FORM_699_000	
ZKN_FORM_700_000	
ZKN_FORM_701_000	
ZKN_FORM_702_000	
ZKN_FORM_703_000	
ZKN_FORM_704_000	
ZKN_FORM_705_000	
ZKN_FORM_706_000	
ZKN_FORM_707_000	
ZKN_FORM_708_000	
ZKN_FORM_709_000	
ZKN_FORM_710_000	Taille Normale
ZKN_FORM_711_000	Taille Normale
ZKN_FORM_712_000	
ZKN_FORM_713_000	
ZKN_FORM_714_000	
ZKN_FORM_715_000	
ZKN_FORM_716_000	Mode Paisible
ZKN_FORM_717_000	
ZKN_FORM_718_000	Forme 50 %
ZKN_FORM_719_000	
ZKN_FORM_720_000	Hoopa Enchaîné
ZKN_FORM_721_000	
ZKN_FORM_722_000	
ZKN_FORM_723_000	
ZKN_FORM_724_000	
ZKN_FORM_725_000	
ZKN_FORM_726_000	
ZKN_FORM_727_000	
ZKN_FORM_728_000	
ZKN_FORM_729_000	
ZKN_FORM_730_000	
ZKN_FORM_731_000	
ZKN_FORM_732_000	
ZKN_FORM_733_000	
ZKN_FORM_734_000	
ZKN_FORM_735_000	
ZKN_FORM_736_000	
ZKN_FORM_737_000	
ZKN_FORM_738_000	
ZKN_FORM_739_000	
ZKN_FORM_740_000	
ZKN_FORM_741_000	Style Flamenco
ZKN_FORM_742_000	
ZKN_FORM_743_000	
ZKN_FORM_744_000	
ZKN_FORM_745_000	Forme Diurne
ZKN_FORM_746_000	Forme Solitaire
ZKN_FORM_747_000	
ZKN_FORM_748_000	
ZKN_FORM_749_000	
ZKN_FORM_750_000	
ZKN_FORM_751_000	
ZKN_FORM_752_000	
ZKN_FORM_753_000	
ZKN_FORM_754_000	
ZKN_FORM_755_000	
ZKN_FORM_756_000	
ZKN_FORM_757_000	
ZKN_FORM_758_000	
ZKN_FORM_759_000	
ZKN_FORM_760_000	
ZKN_FORM_761_000	
ZKN_FORM_762_000	
ZKN_FORM_763_000	
ZKN_FORM_764_000	
ZKN_FORM_765_000	
ZKN_FORM_766_000	
ZKN_FORM_767_000	
ZKN_FORM_768_000	
ZKN_FORM_769_000	
ZKN_FORM_770_000	
ZKN_FORM_771_000	
ZKN_FORM_772_000	
ZKN_FORM_773_000	Type : Normal
ZKN_FORM_774_000	Forme Météore
ZKN_FORM_775_000	
ZKN_FORM_776_000	
ZKN_FORM_777_000	
ZKN_FORM_778_000	Forme Déguisée
ZKN_FORM_779_000	
ZKN_FORM_780_000	
ZKN_FORM_781_000	
ZKN_FORM_782_000	
ZKN_FORM_783_000	
ZKN_FORM_784_000	
ZKN_FORM_785_000	
ZKN_FORM_786_000	
ZKN_FORM_787_000	
ZKN_FORM_788_000	
ZKN_FORM_789_000	
ZKN_FORM_790_000	
ZKN_FORM_791_000	
ZKN_FORM_792_000	
ZKN_FORM_793_000	
ZKN_FORM_794_000	
ZKN_FORM_795_000	
ZKN_FORM_796_000	
ZKN_FORM_797_000	
ZKN_FORM_798_000	
ZKN_FORM_799_000	
ZKN_FORM_800_000	
ZKN_FORM_801_000	
ZKN_FORM_802_000	
ZKN_FORM_803_000	
ZKN_FORM_804_000	
ZKN_FORM_805_000	
ZKN_FORM_806_000	
ZKN_FORM_807_000	
ZKN_FORM_808_000	
ZKN_FORM_809_000	
ZKN_FORM_810_000	
ZKN_FORM_811_000	
ZKN_FORM_812_000	
ZKN_FORM_813_000	
ZKN_FORM_814_000	
ZKN_FORM_815_000	
ZKN_FORM_816_000	
ZKN_FORM_817_000	
ZKN_FORM_818_000	
ZKN_FORM_819_000	
ZKN_FORM_820_000	
ZKN_FORM_821_000	
ZKN_FORM_822_000	
ZKN_FORM_823_000	
ZKN_FORM_824_000	
ZKN_FORM_825_000	
ZKN_FORM_826_000	
ZKN_FORM_827_000	
ZKN_FORM_828_000	
ZKN_FORM_829_000	
ZKN_FORM_830_000	
ZKN_FORM_831_000	
ZKN_FORM_832_000	
ZKN_FORM_833_000	
ZKN_FORM_834_000	
ZKN_FORM_835_000	
ZKN_FORM_836_000	
ZKN_FORM_837_000	
ZKN_FORM_838_000	
ZKN_FORM_839_000	
ZKN_FORM_840_000	
ZKN_FORM_841_000	
ZKN_FORM_842_000	
ZKN_FORM_843_000	
ZKN_FORM_844_000	
ZKN_FORM_845_000	
ZKN_FORM_846_000	
ZKN_FORM_847_000	
ZKN_FORM_848_000	
ZKN_FORM_849_000	Forme Aigüe
ZKN_FORM_850_000	
ZKN_FORM_851_000	
ZKN_FORM_852_000	
ZKN_FORM_853_000	
ZKN_FORM_854_000	
ZKN_FORM_855_000	
ZKN_FORM_856_000	
ZKN_FORM_857_000	
ZKN_FORM_858_000	
ZKN_FORM_859_000	
ZKN_FORM_860_000	
ZKN_FORM_861_000	
ZKN_FORM_862_000	
ZKN_FORM_863_000	
