~~~~~~~~~~~~~~~
Text File : monsname_ita.msbt
~~~~~~~~~~~~~~~
MONSNAME_000	Uovo
sp_achstep_trd_000202	Fai 25 scambi di gruppo!
sp_achstep_trd_000203	Fai 50 scambi di gruppo!
sp_achstep_trd_000301	Organizza 1 scambio di gruppo!
sp_achstep_trd_000302	Organizza 5 scambi di gruppo!
sp_achstep_trd_000303	Organizza 20 scambi di gruppo!
sp_achstep_trd_000401	Scambia Pokémon con il Box prodigioso 5 volte!
sp_achstep_trd_000402	Scambia Pokémon con il Box prodigioso 25 volte!
sp_achstep_trd_000403	Scambia Pokémon con il Box prodigioso 50 volte!
sp_achstep_trd_s_0001	Fai uno scambio di gruppo con 20 giocatori!
sp_achstep_trd_s_0002	Deposita 10 Pokémon nel Box prodigioso tutti in una volta!
sp_achstep_trd_s_0003	Scambia Seviper con Zangoose o viceversa!
sp_achstep_trd_s_0004	Scambia Lunatone con Solrock o viceversa!
sp_achstep_trd_s_0005	Scambia Throh con Sawk o viceversa!
sp_achstep_trd_s_0006	Scambia Cranidos con Shieldon o viceversa!
sp_achstep_trd_s_0007	Scambia Nidoking con Nidoqueen o viceversa!
sp_achstep_trd_s_0008	Scambia Meowstic Femmina con Meowstic Maschio o viceversa!
sp_achstep_trd_s_0009	Scambia Mimikyu con Pikachu o viceversa!
sp_achstep_trd_s_0010	Scambia Minun con Plusle o viceversa!
sp_achstep_trd_s_0011	Scambia Heracross con Pinsir o viceversa!
sp_achstep_trd_s_0012	Scambia Shellder con Slowpoke o viceversa!
sp_achstep_trd_s_0013	Scambia Latios con Latias o viceversa!
sp_achstep_trd_s_0014	Scambia Vulpix Forma di Alola con Vulpix o viceversa!
sp_achstep_trd_s_0015	Scambia Foongus con Voltorb o viceversa!
sp_achstep_trd_s_0016	Scambia Hitmonchan con Hitmonlee o viceversa!
sp_achstep_trd_s_0017	Scambia Luvdisc con Staryu o viceversa!
sp_achstep_trd_s_0018	Scambia un Pokémon con un altro esemplare dello stesso Pokémon!
sp_achstep_trd_s_0019	Scambia Gengar con Nidorino o viceversa!

~~~~~~~~~~~~~~~
Text File : sp_ach_ita.msbt
~~~~~~~~~~~~~~~
sp_ach_filter_01_01	Completato
sp_ach_filter_01_02	Da completare
sp_ach_tab_category_01	Altro
sp_ach_lib_s_0001	Registra i protettori di Alola!
sp_ach_lib_s_0002	Registra le 4 forme di Oricorio!
sp_ach_lib_s_0003	Registra i 3 Pokémon fra cui puoi scegliere il tuo primo compagno di viaggio ad Alola!
sp_ach_lib_s_0004	Registra i 3 Pokémon fra cui puoi scegliere il tuo primo compagno di viaggio a Unima!
sp_ach_lib_s_0005	Registra i 3 Pokémon fra cui puoi scegliere il tuo primo compagno di viaggio a Kalos!
sp_ach_lib_s_0006	Registra i 3 Pokémon fra cui puoi scegliere il tuo primo compagno di viaggio a Kanto!
sp_ach_lib_s_0007	Registra i 3 Pokémon fra cui puoi scegliere il tuo primo compagno di viaggio a Johto!
sp_ach_lib_s_0008	Registra i 3 Pokémon fra cui puoi scegliere il tuo primo compagno di viaggio a Sinnoh!
sp_ach_lib_s_0009	Registra i 3 Pokémon fra cui puoi scegliere il tuo primo compagno di viaggio a Hoenn!
sp_ach_lib_s_0010	Registra i 3 Pokémon fra cui puoi scegliere il tuo primo compagno di viaggio a Galar!
sp_ach_lib_s_0011	Registra 5 Ultracreature diverse!
sp_ach_lib_s_0012	Registra 100 specie diverse di Pokémon che vivono ad Alola!
sp_ach_lib_0001	Registra Pokémon di tipo Buio!
sp_ach_lib_0002	Registra Pokémon di tipo Roccia!
sp_ach_lib_0003	Registra Pokémon di tipo Psico!
sp_ach_lib_0004	Registra Pokémon di tipo Lotta!
sp_ach_lib_0005	Registra Pokémon di tipo Erba!
sp_ach_lib_0006	Registra Pokémon di tipo Spettro!
sp_ach_lib_0007	Registra Pokémon di tipo Ghiaccio!
sp_ach_lib_0008	Registra Pokémon di tipo Terra!
sp_ach_lib_0009	Registra Pokémon di tipo Elettro!
sp_ach_lib_0010	Registra Pokémon di tipo Veleno!
sp_ach_lib_0011	Registra Pokémon di tipo Drago!
sp_ach_lib_0012	Registra Pokémon di tipo Normale!
sp_ach_lib_0013	Registra Pokémon di tipo Acciaio!
sp_ach_lib_0014	Registra Pokémon di tipo Volante!
sp_ach_lib_0015	Registra Pokémon di tipo Folletto!
sp_ach_lib_0016	Registra Pokémon di tipo Fuoco!
sp_ach_lib_0017	Registra Pokémon di tipo Acqua!
sp_ach_lib_0018	Registra Pokémon di tipo Coleottero!
sp_ach_lib_0019	Registra le forme di Alcremie!
sp_ach_lib_0020	Registra delle abilità!
sp_ach_lib_0021	Registra delle mosse speciali!
sp_ach_lib_0022	Registra delle mosse fisiche!
sp_ach_lib_0023	Registra delle mosse di stato!
sp_ach_lib_s_0013	Registra la Forma Primavera di Deerling e Sawsbuck!
sp_ach_lib_s_0014	Registra la Forma Estate di Deerling e Sawsbuck!
sp_ach_lib_s_0015	Registra la Forma Autunno di Deerling e Sawsbuck!
sp_ach_lib_s_0016	Registra la Forma Inverno di Deerling e Sawsbuck!
sp_ach_lib_s_0017	Registra 18 motivi diversi di Vivillon!
sp_ach_lib_s_0018	Registra le 6 forme di Rotom!
sp_ach_lib_s_0019	Registra le 28 forme di Unown!
sp_ach_lib_s_0020	Registra Eevee e le sue 8 evoluzioni!
sp_ach_lib_s_0021	Registra 20 Pokémon diversi rigenerati da fossili!
sp_ach_lib_s_0022	Registra le 7 forme di Minior!
sp_ach_lib_s_0023	Registra un Pikachu con il berretto!
sp_ach_lib_s_0024	Registra Shaymin!
sp_ach_trd_s_0002	Deposita 10 Pokémon nel Box prodigioso tutti in una volta!
sp_ach_trd_s_0003	Scambia Seviper con Zangoose o viceversa!
sp_ach_trd_s_0004	Scambia Lunatone con Solrock o viceversa!
sp_ach_trd_s_0005	Scambia Throh con Sawk o viceversa!
sp_ach_trd_s_0006	Scambia Cranidos con Shieldon o viceversa!
sp_ach_trd_s_0007	Scambia Nidoking con Nidoqueen o viceversa!
sp_ach_trd_s_0008	Scambia Meowstic Femmina con Meowstic Maschio o viceversa!
sp_ach_trd_s_0009	Scambia Mimikyu con Pikachu o viceversa!
sp_ach_trd_s_0010	Scambia Minun con Plusle o viceversa!
sp_ach_trd_s_0011	Scambia Heracross con Pinsir o viceversa!
sp_ach_trd_s_0012	Scambia Shellder con Slowpoke o viceversa!
sp_ach_trd_s_0013	Scambia Latios con Latias o viceversa!
sp_ach_trd_s_0014	Scambia Vulpix Forma di Alola con Vulpix o viceversa!
sp_ach_trd_s_0015	Scambia Foongus con Voltorb o viceversa!
sp_ach_trd_s_0016	Scambia Hitmonchan con Hitmonlee o viceversa!
sp_ach_trd_s_0017	Scambia Luvdisc con Staryu o viceversa!
sp_ach_trd_s_0018	Scambia un Pokémon con un altro esemplare dello stesso Pokémon!
sp_ach_trd_s_0019	Scambia Gengar con Nidorino o viceversa!
sp_ach_trd_s_0001	Fai uno scambio di gruppo con 20 giocatori!
sp_ach_trd_0001	Scambia Pokémon tramite il GTS!
sp_ach_trd_0002	Fai uno scambio di gruppo!
sp_ach_trd_0003	Organizza uno scambio di gruppo!
sp_ach_trd_0004	Scambia Pokémon con il Box prodigioso!
sp_ach_oth_s_0001	Visita il Pokémon Center Sapporo!
sp_ach_oth_s_0002	Visita il Pokémon Center Tohoku!
sp_ach_oth_s_0003	Visita il Pokémon Center TOKYO DX!
sp_ach_oth_s_0004	Visita il Pokémon Center MEGA TOKYO!
sp_ach_oth_s_0005	Visita il Pokémon Center SKYTREE TOWN!
sp_ach_oth_s_0006	Visita il Pokémon Center TOKYO-BAY!
sp_ach_oth_s_0007	Visita il Pokémon Center Yokohama!
sp_ach_oth_s_0008	Visita il Pokémon Center Nagoya!
sp_ach_oth_s_0009	Visita il Pokémon Center Kyoto!
sp_ach_oth_s_0010	Visita il Pokémon Center Osaka!
sp_ach_oth_s_0011	Visita il Pokémon Center Hiroshima!
sp_ach_oth_s_0012	Visita il Pokémon Center Fukuoka!
sp_ach_oth_s_0013	Visita il Pokémon Center SHIBUYA!
sp_ach_oth_s_0014	Visita il Pokémon Store dell'aeroporto di Shin-Chitose!
sp_ach_oth_s_0015	Visita il Pokémon Store della stazione di Tokyo!
sp_ach_oth_s_0016	Visita il Pokémon Store dell'aeroporto di Narita!
sp_ach_oth_s_0017	Visita il Pokémon Store Gotemba!
sp_ach_oth_s_0018	Visita il Pokémon Store dell'aeroporto internazionale di Chubu!
sp_ach_oth_s_0019	Visita il Pokémon Store Outlet Oyabe!
sp_ach_oth_s_0020	Visita il Pokémon Store dell'aeroporto di Itami!
sp_ach_oth_s_0021	Visita il Pokémon Store dell'aeroporto del Kansai!
sp_ach_oth_s_0022	Visita il Pokémon Store AEON MALL OKAYAMA!
sp_ach_oth_s_0023	Visita il Pokémon Store Emifull MASAKI!
sp_ach_oth_s_0024	Visita il Pokémon Store AMU PLAZA Oita!
sp_ach_oth_s_0025	Visita il Pokémon Store AMU PLAZA Kagoshima!
sp_ach_oth_s_0026	Visita il Pokémon Store Department Store RYUBO!
sp_ach_oth_s_0027	Visita il Pokémon Store AEON MALL Okinawa Rycom!
sp_ach_oth_s_0028	Visita il Pokémon World Championships 2020!
sp_ach_oth_s_0029	Visita il Pokémon World Championships 2021!
sp_ach_oth_s_0030	Assisti al Pikachu Outbreak 2020!
sp_ach_oth_s_0031	Assisti al Pikachu Outbreak 2021!
sp_ach_oth_s_0032	Partecipa al Pokémon Stamp Rally 2020 di JR East!
sp_ach_oth_s_0033	Completa il Pokémon Stamp Rally 2020 di JR East!
sp_ach_oth_s_0034	Partecipa al Pokémon Stamp Rally 2021 di JR East!
sp_ach_oth_s_0035	Completa il Pokémon Stamp Rally 2021 di JR East!
sp_ach_oth_s_0036	Guarda （えいがめい） al cinema!
sp_ach_oth_s_0037	Guarda （えいがめい） al cinema!
sp_ach_oth_s_0038	Visita un Pokémon Cafe!
sp_ach_oth_s_0039	Visita il Pokémon Center OSAKA DX!
sp_ach_oth_s_0040	Cambia 10 volte l'icona del profilo!
sp_ach_oth_s_0041	Ritira un Butterfree da Pokémon HOME!
sp_ach_oth_s_0042	Trasferisci un Pokémon dalla Banca Pokémon!
sp_ach_oth_s_0043	Accumula 100 punti Pokémon HOME!
sp_ach_oth_s_0044	Utilizza il riconoscimento vocale!
sp_ach_oth_0001	Ricevi un Dono Segreto!
sp_ach_oth_0002	Raccogli adesivi!
sp_ach_oth_0003	Usa Pokémon HOME!
sp_ach_oth_0004	Crea un'etichetta!
sp_ach_oth_0005	Controlla le notifiche!
sp_ach_box_s_0001	Trasferisci un Treecko, un Torchic e un Mudkip della regione di Hoenn!
sp_ach_box_s_0002	Trasferisci un Treecko, un Grovyle e uno Sceptile della regione di Hoenn!
sp_ach_box_s_0003	Trasferisci un Torchic, un Combusken e un Blaziken della regione di Hoenn!
sp_ach_box_s_0004	Trasferisci un Mudkip, un Marshtomp e uno Swampert della regione di Hoenn!
sp_ach_box_s_0005	Trasferisci un Solgaleo, un Lunala e un Necrozma della regione di Alola!
sp_ach_box_s_0006	Trasferisci un Groudon e un Kyogre della regione di Hoenn!
sp_ach_box_s_0007	Trasferisci un Cosmog, un Cosmoem, un Solgaleo e un Lunala della regione di Alola!
sp_ach_box_s_0008	Trasferisci un Turtwig, un Chimchar e un Piplup della regione di Sinnoh!
sp_ach_box_s_0009	Trasferisci un Dialga, un Palkia e un Giratina della regione di Sinnoh!
sp_ach_box_s_0010	Deposita 10 Pokémon di natura Schiva!
sp_ach_box_s_0011	Deposita 10 Pokémon di natura Decisa!
sp_ach_box_s_0012	Deposita 10 Pokémon di natura Birbona!
sp_ach_box_s_0013	Deposita 10 Pokémon di natura Audace!
sp_ach_box_s_0014	Deposita 10 Pokémon di natura Sicura!
sp_ach_box_s_0015	Deposita 10 Pokémon di natura Scaltra!
sp_ach_box_s_0016	Deposita 10 Pokémon di natura Fiacca!
sp_ach_box_s_0017	Deposita 10 Pokémon di natura Placida!
sp_ach_box_s_0018	Deposita 10 Pokémon di natura Modesta!
sp_ach_box_s_0019	Deposita 10 Pokémon di natura Mite!
sp_ach_box_s_0020	Deposita 10 Pokémon di natura Ardente!
sp_ach_box_s_0021	Deposita 10 Pokémon di natura Quieta!
sp_ach_box_s_0022	Deposita 10 Pokémon di natura Calma!
sp_ach_box_s_0023	Deposita 10 Pokémon di natura Gentile!
sp_ach_box_s_0024	Deposita 10 Pokémon di natura Cauta!
sp_ach_box_s_0025	Deposita 10 Pokémon di natura Vivace!
sp_ach_box_s_0026	Deposita 10 Pokémon di natura Timida!
sp_ach_box_s_0027	Deposita 10 Pokémon di natura Lesta!
sp_ach_box_s_0028	Deposita 10 Pokémon di natura Allegra!
sp_ach_box_s_0029	Deposita 10 Pokémon di natura Ingenua!
sp_ach_box_s_0030	Deposita 10 Pokémon di natura Ritrosa!
sp_ach_box_s_0031	Deposita 10 Pokémon di natura Ardita!
sp_ach_box_s_0032	Deposita 10 Pokémon di natura Docile!
sp_ach_box_s_0033	Deposita 10 Pokémon di natura Furba!
sp_ach_box_s_0034	Deposita 10 Pokémon di natura Seria!
sp_ach_box_s_0035	Deposita 30 Pikachu!
sp_ach_box_s_0036	Deposita 30 Ditto!
sp_ach_box_s_0037	Trasferisci un Pikachu della regione di Kanto!
sp_ach_box_s_0038	Trasferisci un Eevee della regione di Kanto!
sp_ach_box_s_0039	Trasferisci un Charizard della cara vecchia regione di Kanto!
sp_ach_box_s_0040	Trasferisci un Venusaur della cara vecchia regione di Kanto!
sp_ach_box_s_0041	Trasferisci un Blastoise della cara vecchia regione di Kanto!
sp_ach_box_s_0042	Trasferisci un Pikachu della cara vecchia regione di Kanto!
sp_ach_box_s_0043	Trasferisci un Ho-Oh della cara vecchia regione di Johto!
sp_ach_box_s_0044	Trasferisci un Lugia della cara vecchia regione di Johto!
sp_ach_box_s_0045	Trasferisci un Suicune della cara vecchia regione di Johto!
sp_ach_box_s_0046	Trasferisci un Charizard della regione di Kanto!
sp_ach_box_s_0047	Trasferisci un Venusaur della regione di Kanto!
sp_ach_box_s_0048	Trasferisci un Ho-Oh della regione di Johto!
sp_ach_box_s_0049	Trasferisci un Lugia della regione di Johto!
sp_ach_box_s_0050	Trasferisci un Groudon della cara vecchia regione di Hoenn!
sp_ach_box_s_0051	Trasferisci un Kyogre della cara vecchia regione di Hoenn!
sp_ach_box_s_0052	Trasferisci un Rayquaza della cara vecchia regione di Hoenn!
sp_ach_box_s_0053	Trasferisci un Dialga della regione di Sinnoh!
sp_ach_box_s_0054	Trasferisci un Palkia della regione di Sinnoh!
sp_ach_box_s_0055	Trasferisci un Giratina della regione di Sinnoh!
sp_ach_box_s_0056	Trasferisci un Reshiram della regione di Unima!
sp_ach_box_s_0057	Trasferisci uno Zekrom della regione di Unima!
sp_ach_box_s_0058	Trasferisci uno Zekrom e un Kyurem della regione di Unima!
sp_ach_box_s_0059	Trasferisci un Reshiram e un Kyurem della regione di Unima!
sp_ach_box_s_0060	Trasferisci uno Xerneas della regione di Kalos!
sp_ach_box_s_0061	Trasferisci un Yveltal della regione di Kalos!
sp_ach_box_s_0062	Trasferisci un Groudon della regione di Hoenn!
sp_ach_box_s_0063	Trasferisci un Kyogre della regione di Hoenn!
sp_ach_box_s_0064	Trasferisci un Solgaleo della regione di Alola!
sp_ach_box_s_0065	Trasferisci un Lunala della regione di Alola!
sp_ach_box_s_0066	Trasferisci un Solgaleo e un Necrozma della regione di Alola!
sp_ach_box_s_0067	Trasferisci un Lunala e un Necrozma della regione di Alola!
sp_ach_box_s_0068	Trasferisci uno Zacian della regione di Galar!
sp_ach_box_s_0069	Trasferisci uno Zamazenta della regione di Galar!
sp_ach_box_s_0070	Trasferisci un Metagross cromatico!
sp_ach_box_s_0071	Trasferisci un Rayquaza della regione di Hoenn!
sp_ach_box_s_0072	Trasferisci un Diancie della regione di Kalos!
sp_ach_box_s_0073	Trasferisci uno Snorlax che fa sul serio!
sp_ach_box_s_0074	Trasferisci un Litwick della regione di Unima!
sp_ach_box_s_0075	Trasferisci un Eevee della regione di Unima!
sp_ach_box_s_0076	Registra un Meloetta!
sp_ach_box_s_0077	Trasferisci un Genesect cromatico!
sp_ach_box_0001	Deposita dei Pokémon cromatici!
sp_ach_box_0002	Deposita dei Pokémon contenuti in una Poké Ball!
sp_ach_box_0003	Deposita dei Pokémon contenuti in una Mega Ball!
sp_ach_box_0004	Deposita dei Pokémon contenuti in una Rete Ball!
sp_ach_box_0005	Deposita dei Pokémon contenuti in una Bis Ball!
sp_ach_box_0006	Deposita dei Pokémon contenuti in una Timer Ball!
sp_ach_box_0007	Deposita dei Pokémon contenuti in una Ultra Ball!
sp_ach_box_0008	Deposita dei Pokémon contenuti in una Minor Ball!
sp_ach_box_0009	Deposita dei Pokémon contenuti in una Chic Ball!
sp_ach_box_0010	Deposita dei Pokémon contenuti in una Cura Ball!
sp_ach_box_0011	Deposita dei Pokémon contenuti in una Sub Ball!
sp_ach_box_0012	Deposita dei Pokémon contenuti in una Velox Ball!
sp_ach_box_0013	Deposita dei Pokémon contenuti in una Scuro Ball!
sp_ach_box_0014	Deposita dei Pokémon contenuti in una Master Ball!
sp_ach_box_0015	Deposita dei Pokémon contenuti in una Premier Ball!
sp_ach_box_0016	Deposita dei Pokémon contenuti in una Pregio Ball!
sp_ach_box_0017	Deposita dei Pokémon contenuti in una UC Ball!
sp_ach_box_0018	Deposita dei Pokémon contenuti in una Dream Ball!
sp_ach_box_0019	Deposita dei Pokémon contenuti in una Safari Ball!
sp_ach_box_0020	Deposita dei Pokémon contenuti in una Gara Ball!
sp_ach_box_0021	Deposita dei Pokémon contenuti in una Rapid Ball!
sp_ach_box_0022	Deposita dei Pokémon contenuti in una Friend Ball!
sp_ach_box_0023	Deposita dei Pokémon contenuti in una Peso Ball!
sp_ach_box_0024	Deposita dei Pokémon contenuti in una Luna Ball!
sp_ach_box_0025	Deposita dei Pokémon contenuti in una Love Ball!
sp_ach_box_0026	Deposita dei Pokémon contenuti in una Esca Ball!
sp_ach_box_0027	Deposita dei Pokémon contenuti in una Level Ball!
sp_ach_box_0028	Deposita dei Pokémon!

~~~~~~~~~~~~~~~
Text File : sp_api_ita.msbt
~~~~~~~~~~~~~~~
sp_api_error_title	Errore di comunicazione
sp_api_simple_error	Errore
sp_api_error_dialog_text	Si è verificato un errore di comunicazione. [VAR]
sp_api_retry_dialog_text	Si è verificato un errore di comunicazione. [VAR] Vuoi riprovare?
sp_api_error_goto_title_dialog_text	Si è verificato un errore di comunicazione. Tornerai allo schermo del titolo.
sp_api_dataupdate	I dati sono stati aggiornati. Tornerai allo schermo del titolo.
sp_api_dlsize_title	Conferma del download
sp_api_dlsize_mb_text	Verranno scaricati [VAR] MB. Vuoi continuare?
sp_api_dlsize_kb_text	Verranno scaricati [VAR] KB. Vuoi continuare?
sp_api_dlsize_b_text	Verranno scaricati [VAR] byte. Vuoi continuare?
sp_api_lack_storage	Non c'è abbastanza spazio sul tuo dispositivo. Cancella dei dati di cui non hai più bisogno.
sp_api_break_file	C'è un file danneggiato. Vai al menu nello schermo del titolo e svuota la cache.
sp_api_maintenance_010	Operazioni di manutenzione in corso. Termine della manutenzione: [VAR_DAY]/[VAR_MONTH]/[VAR_YEAR] alle ore [VAR]:[VAR].
sp_api_maintenance_020	Operazioni di manutenzione in corso. Ti preghiamo di attendere fino a quando non saranno terminate.
sp_api_maintenance_030	Operazioni di manutenzione in corso. Ti preghiamo di attendere fino a quando non saranno terminate. Ci scusiamo per il disagio.
sp_api_400_8809	Accesso all'account Nintendo non riuscito. Controlla le domande frequenti sul sito dell'account Nintendo.
sp_api_400_8810	Questo account Nintendo è già collegato a Pokémon HOME.
sp_api_400_8813	Non è possibile cambiare l'account Nintendo se hai un servizio premium.
sp_api_400_8816	Il trasferimento dei dati su un altro dispositivo mobile è terminato. Tornerai allo schermo del titolo.
sp_api_500_9010	È stato effettuato l'accesso da un altro dispositivo. Tornerai allo schermo del titolo.
sp_api_500_9011	Non è stata eseguita alcuna operazione per un po' di tempo. Tornerai allo schermo del titolo.
sp_api_405_9014	È disponibile una nuova versione di Pokémon HOME. Effettua l'aggiornamento dell'app.
sp_api_400_9090	Non puoi usare questa parola.
sp_api_400_9091	Non puoi salvare il testo che hai inserito. Riprova.
sp_api_400_10540	Non puoi effettuare altri scambi.
sp_api_403_9100	Hai già effettuato l'accesso su un altro dispositivo. Vuoi effettuare l'accesso usando questo dispositivo?
sp_api_403_9101	Al momento non è possibile effettuare l'accesso perché Pokémon HOME è in uso su un altro dispositivo.
sp_api_403_9993	Non è possibile usare Pokémon HOME con questo account.
sp_api_500_9999	Il servizio Pokémon HOME non è più disponibile.
sp_api_400_10010	Non c'è più spazio per altri Pokémon.
sp_api_400_10013	Il Pokémon è stato selezionato per un altro scambio. L'operazione non può essere eseguita.
sp_api_400_11250	Il codice seriale inserito è errato.
sp_api_500_10403	Scambio non riuscito.
sp_api_500_11252	Si è verificato un errore durante la comunicazione con il server.
sp_api_400_10206	Non ci sono abbastanza spazi liberi!
sp_api_500_10208	L'account Nintendo in uso non è collegato a un Nintendo Network ID.
sp_api_500_10209	Quest'operazione è disponibile solo con il servizio premium.
sp_api_500_10211	Non sono stati trovati dati validi della Banca Pokémon per il Nintendo Network ID collegato all'account Nintendo in uso.
sp_api_400_10309	Hai già un servizio premium.
sp_api_403_10310	C'è un acquisto in corso in Pokémon HOME per Nintendo Switch. Completa prima quella transazione.
sp_api_403_10311	C'è un acquisto in corso in Pokémon HOME per dispositivi mobili iOS. Completa prima quella transazione.
sp_api_403_10312	C'è un acquisto in corso in Pokémon HOME per dispositivi mobili Android. Completa prima quella transazione.
sp_api_404_40407	Non è stato trovato alcun amico. Controlla la lista degli amici.
sp_api_500_10501	Si è verificato un errore. Riprova più tardi.
sp_api_500_10504	Non è stato trovato alcun gruppo. Lo scambio verrà annullato.
sp_api_500_10551	Si è verificato un errore durante la creazione del gruppo. Riprova.
sp_api_404_10552	Non è stato trovato alcun gruppo.
sp_api_403_10553	Non puoi unirti a questo gruppo. Il numero massimo di partecipanti è già stato raggiunto.
sp_api_403_10554	Non puoi unirti a un gruppo quando c'è uno scambio in corso.
sp_api_400_10555	Il gruppo è stato sciolto.
sp_api_400_10559	Non è stato possibile effettuare lo scambio per mancanza di partecipanti.
sp_api_500_10562	Impossibile unirsi al gruppo. Riprova.
sp_api_500_10603	Hai raggiunto il numero massimo di amici. Non è possibile registrarne altri.
sp_api_500_10604	L'altro utente ha raggiunto il numero massimo di amici, perciò non puoi accettare questa richiesta d'amicizia.
sp_api_500_10607	Il codice amico inserito è sbagliato. Riprova.
sp_api_800_100001	Riprova in un luogo in cui la connessione è più stabile.
sp_api_400_11500	Questo Pokémon non può essere scambiato.
sp_api_400_11502	C'è un problema con i criteri selezionati per il Pokémon richiesto. Scegli un altro Pokémon.

~~~~~~~~~~~~~~~
Text File : sp_color_ita.msbt
~~~~~~~~~~~~~~~
sp_color_0001	Rosso
sp_color_0002	Blu
sp_color_0003	Giallo
sp_color_0004	Verde
sp_color_0005	Nero
sp_color_0006	Marrone
sp_color_0007	Viola
sp_color_0008	Grigio
sp_color_0009	Bianco
sp_color_0010	Rosa

~~~~~~~~~~~~~~~
Text File : sp_country_ita.msbt
~~~~~~~~~~~~~~~
sp_country_000	Tutti
sp_country_100	Africa
sp_country_200	America
sp_country_201	Canada
sp_country_202	Cile
sp_country_203	Messico
sp_country_204	Stati Uniti d'America
sp_country_299	Altro
sp_country_300	Asia e Oceania
sp_country_301	Australia
sp_country_302	Cina
sp_country_303	Hong Kong
sp_country_304	Giappone
sp_country_305	Corea
sp_country_306	Malesia
sp_country_307	Filippine
sp_country_308	Singapore
sp_country_309	Taiwan
sp_country_310	Thailandia
sp_country_399	Altro
sp_country_400	Europa
sp_country_401	Austria
sp_country_402	Belgio
sp_country_403	Francia
sp_country_404	Germania
sp_country_405	Irlanda
sp_country_406	Italia
sp_country_407	Paesi Bassi
sp_country_408	Portogallo
sp_country_409	Spagna
sp_country_410	Svizzera
sp_country_411	Regno Unito
sp_country_412	Danimarca
sp_country_413	Finlandia
sp_country_414	Norvegia
sp_country_415	Svezia
sp_country_499	Altro
sp_country_500	Medio Oriente

~~~~~~~~~~~~~~~
Text File : sp_friend_ita.msbt
~~~~~~~~~~~~~~~
sp_friend_00001	Aggiungi un amico
sp_friend_01001	Tuoi dati
sp_friend_01002	Condividi il codice amico
sp_friend_01003	Copia il codice
sp_friend_01004	Il codice è stato copiato negli appunti.
sp_friend_01005	Aggiungi un amico
sp_friend_01006	Aggiungi un amico tramite codice amico.
sp_friend_01007	Inserisci il codice amico
sp_friend_01008	Aggiungi un amico tramite codice 2D.
sp_friend_01009	Leggi il codice 2D
sp_friend_01010	Tocca qui per inserire un codice amico.
sp_friend_01011	È stata inviata una richiesta di amicizia a [VAR_PLAYER]. Attendi che venga accettata.
sp_friend_01012	Richiesta di amicizia
sp_friend_01013	Tuo codice 2D
sp_friend_02001	Richiesta di amicizia
sp_friend_02002	In attesa di conferma
sp_friend_03001	Cambia nome
sp_friend_03005	Il codice amico non è corretto.
sp_friend_03006	L'utente è già stato aggiunto agli amici.
sp_friend_03007	Hai già inviato una richiesta di amicizia a questo utente.
sp_friend_03011	Hai già ricevuto una richiesta di amicizia da questo utente.
sp_friend_03008	Questo utente ha raggiunto il numero massimo di amici.
sp_friend_03009	Vuoi accettare la richiesta di amicizia di questo utente?
sp_friend_03010	Non puoi inserire il tuo codice amico.
sp_friend_03012	Vuoi cancellare questa richiesta di amicizia?
sp_friend_dialogmsg_00	Vuoi rimuovere questo utente dalla lista degli amici?  L'utente non riceverà alcuna notifica.
sp_friend_dialogmsg_01	La lista degli amici verrà aggiornata.
sp_friend_empty_list	La lista è vuota. Aggiungi degli amici.

~~~~~~~~~~~~~~~
Text File : sp_labelcolor_ita.msbt
~~~~~~~~~~~~~~~
sp_labelcolor_01	Rosso
sp_labelcolor_02	Arancione
sp_labelcolor_03	Giallo
sp_labelcolor_04	Verde chiaro
sp_labelcolor_05	Verde
sp_labelcolor_06	Azzurro
sp_labelcolor_07	Blu
sp_labelcolor_08	Viola
sp_labelcolor_09	Rosa
sp_labelcolor_10_v2	Etichette rosse
sp_labelcolor_11_v2	Etichette arancioni
sp_labelcolor_12_v2	Etichette gialle
sp_labelcolor_13_v2	Etichette verde chiaro
sp_labelcolor_14_v2	Etichette verdi
sp_labelcolor_15_v2	Etichette azzurre
sp_labelcolor_16_v2	Etichette blu
sp_labelcolor_17_v2	Etichette viola
sp_labelcolor_18_v2	Etichette rosa

~~~~~~~~~~~~~~~
Text File : sp_languageconfirm_ita.msbt
~~~~~~~~~~~~~~~
sp_languageconfirm_001	Vuoi confermare la scelta di questa lingua? <b>Italiano</b>  La lingua può essere modificata in seguito.
sp_languageconfirm_002	Sì
sp_languageconfirm_003	No
sp_languageconfirm_004	Conferma la lingua scelta

~~~~~~~~~~~~~~~
Text File : sp_migration_ita.msbt
~~~~~~~~~~~~~~~
sp_migration_00002	Banca Pokémon Versione [VAR] o successiva
sp_migration_00003	Pokémon HOME [VAR]  8촀spazio liberospazi liberi
sp_migration_00004	Puoi trasferire dei Pokémon dalla Banca Pokémon per Nintendo 3DS.
sp_migration_00005	I Pokémon trasferiti in Pokémon HOME non potranno essere ritrasferiti nel Nintendo 3DS!
sp_migration_00006	Inizia il trasferimento!
sp_migration_00007	Non ho un Nintendo 3DS
sp_migration_01001	Codice trasferimento
sp_migration_01002	Validità
sp_migration_01003	Scegli "Trasferisci in Pokémon HOME" nella Banca Pokémon per Nintendo 3DS e inserisci il codice trasferimento.
sp_migration_01004	In attesa che venga inserito il codice sul Nintendo 3DS...
