~~~~~~~~~~~~~~~
Text File : monsname_jpn.msbt
~~~~~~~~~~~~~~~
MONSNAME_000	タマゴ
sp_achstep_box_s_0020	うっかりやな　せいかくの ポケモンを　１０ぴきあずけた！
sp_achstep_box_s_0021	れいせいな　せいかくの ポケモンを　１０ぴきあずけた！
sp_achstep_box_s_0022	おだやかな　せいかくの ポケモンを　１０ぴきあずけた！
sp_achstep_box_s_0023	おとなしい　せいかくの ポケモンを　１０ぴきあずけた！
sp_achstep_box_s_0024	しんちょうな　せいかくの ポケモンを　１０ぴきあずけた！
sp_achstep_box_s_0025	なまいきな　せいかくの ポケモンを　１０ぴきあずけた！
sp_achstep_box_s_0026	おくびょうな　せいかくの ポケモンを　１０ぴきあずけた！
sp_achstep_box_s_0027	せっかちな　せいかくの ポケモンを　１０ぴきあずけた！
sp_achstep_box_s_0028	ようきな　せいかくの ポケモンを　１０ぴきあずけた！
sp_achstep_box_s_0029	むじゃきな　せいかくの ポケモンを　１０ぴきあずけた！
sp_achstep_box_s_0030	てれやな　せいかくの ポケモンを　１０ぴきあずけた！
sp_achstep_box_s_0031	がんばりやな　せいかくの ポケモンを　１０ぴきあずけた！
sp_achstep_box_s_0032	すなおな　せいかくの ポケモンを　１０ぴきあずけた！
sp_achstep_box_s_0033	きまぐれな　せいかくの ポケモンを　１０ぴきあずけた！
sp_achstep_box_s_0034	まじめな　せいかくの ポケモンを　１０ぴきあずけた！
sp_achstep_box_s_0035	ピカチュウを　３０ぴきあずけた！
sp_achstep_box_s_0036	メタモンを　３０ぴきあずけた！
sp_achstep_box_s_0037	カントーちほうの ピカチュウを　とうろくした！
sp_achstep_box_s_0038	カントーちほうの イーブイを　とうろくした！
sp_achstep_box_s_0039	なつかしのカントーちほうの リザードンを　とうろくした！
sp_achstep_box_s_0040	なつかしのカントーちほうの フシギバナを　とうろくした！
sp_achstep_box_s_0041	なつかしのカントーちほうの カメックスを　とうろくした！
sp_achstep_box_s_0042	なつかしのカントーちほうの ピカチュウを　とうろくした！
sp_achstep_box_s_0043	なつかしのジョウトちほうの ホウオウを　とうろくした！
sp_achstep_box_s_0044	なつかしのジョウトちほうの ルギアを　とうろくした！
sp_achstep_box_s_0045	なつかしのジョウトちほうの スイクンを　とうろくした！
sp_achstep_box_s_0046	カントーちほうの リザードンを　とうろくした！
sp_achstep_box_s_0047	カントーちほうの フシギバナを　とうろくした！
sp_achstep_box_s_0048	ジョウトちほうの ホウオウを　とうろくした！
sp_achstep_box_s_0049	ジョウトちほうの ルギアを　とうろくした！
sp_achstep_box_s_0050	なつかしのホウエンちほうの グラードンを　とうろくした！
sp_achstep_box_s_0051	なつかしのホウエンちほうの カイオーガを　とうろくした！
sp_achstep_box_s_0052	なつかしのホウエンちほうの レックウザを　とうろくした！
sp_achstep_box_s_0053	シンオウちほうの ディアルガを　とうろくした！
sp_achstep_box_s_0054	シンオウちほうの パルキアを　とうろくした！
sp_achstep_box_s_0055	シンオウちほうの ギラティナを　とうろくした！
sp_achstep_box_s_0056	イッシュちほうの レシラムを　とうろくした！
sp_achstep_box_s_0057	イッシュちほうの ゼクロムを　とうろくした！
sp_achstep_box_s_0058	イッシュちほうの ゼクロムと　キュレムを　とうろくした！
sp_achstep_box_s_0059	イッシュちほうの レシラムと　キュレムを　とうろくした！
sp_achstep_box_s_0060	カロスちほうの ゼルネアスを　とうろくした！
sp_achstep_box_s_0061	カロスちほうの イベルタルを　とうろくした！
sp_achstep_box_s_0062	ホウエンちほうの グラードンを　とうろくした！
sp_achstep_box_s_0063	ホウエンちほうの カイオーガを　とうろくした！
sp_achstep_box_s_0064	アローラちほうの ソルガレオを　とうろくした！
sp_achstep_box_s_0065	アローラちほうの ルナアーラを　とうろくした！
sp_achstep_box_s_0066	アローラちほうの ソルガレオと　ネクロズマを　とうろくした！
sp_achstep_box_s_0067	アローラちほうの ルナアーラと　ネクロズマを　とうろくした！
sp_achstep_box_s_0068	ガラルちほうの ザシアンを　とうろくした！
sp_achstep_box_s_0069	ガラルちほうの ザマゼンタを　とうろくした！
sp_achstep_box_s_0070	いろちがいの　メタグロスを　とうろくした！
sp_achstep_box_s_0071	ホウエンちほうの レックウザを　とうろくした！
sp_achstep_box_s_0072	カロスちほうの ディアンシーを　とうろくした！
sp_achstep_box_s_0073	ほんきをだすカビゴンを　とうろくした！
sp_achstep_box_s_0074	イッシュちほうの ヒトモシを　とうろくした！
sp_achstep_box_s_0075	イッシュちほうの イーブイを　とうろくした！
sp_achstep_box_s_0076	メロエッタを　とうろくした！
sp_achstep_box_s_0077	いろちがいの　ゲノセクトを　とうろくした！
sp_achstep_lib_000101	あくタイプの　ポケモンを ５しゅるい　とうろくする
sp_achstep_lib_000102	あくタイプの　ポケモンを ２０しゅるい　とうろくする
sp_achstep_lib_000103	あくタイプの　ポケモンを ５０しゅるい　とうろくする
sp_achstep_lib_000201	いわタイプの　ポケモンを ５しゅるい　とうろくする
sp_achstep_lib_000202	いわタイプの　ポケモンを ２０しゅるい　とうろくする
sp_achstep_lib_000203	いわタイプの　ポケモンを ５０しゅるい　とうろくする
sp_achstep_lib_000301	エスパータイプの　ポケモンを ５しゅるい　とうろくする
sp_achstep_lib_000302	エスパータイプの　ポケモンを ３０しゅるい　とうろくする
sp_achstep_lib_000303	エスパータイプの　ポケモンを ７０しゅるい　とうろくする
sp_achstep_lib_000401	かくとうタイプの　ポケモンを ５しゅるい　とうろくする
sp_achstep_lib_000402	かくとうタイプの　ポケモンを ２０しゅるい　とうろくする
sp_achstep_lib_000403	かくとうタイプの　ポケモンを ５０しゅるい　とうろくする
sp_achstep_lib_000501	くさタイプの　ポケモンを ５しゅるい　とうろくする
sp_achstep_lib_000502	くさタイプの　ポケモンを ３０しゅるい　とうろくする
sp_achstep_lib_000503	くさタイプの　ポケモンを ８０しゅるい　とうろくする
sp_achstep_lib_000601	ゴーストタイプの　ポケモンを ５しゅるい　とうろくする
sp_achstep_lib_000602	ゴーストタイプの　ポケモンを １５しゅるい　とうろくする
sp_achstep_lib_000603	ゴーストタイプの　ポケモンを ４０しゅるい　とうろくする
sp_achstep_lib_000701	こおりタイプの　ポケモンを ５しゅるい　とうろくする
sp_achstep_lib_000702	こおりタイプの　ポケモンを １５しゅるい　とうろくする
sp_achstep_lib_000703	こおりタイプの　ポケモンを ４０しゅるい　とうろくする
sp_achstep_lib_000801	じめんタイプの　ポケモンを ５しゅるい　とうろくする
sp_achstep_lib_000802	じめんタイプの　ポケモンを ２０しゅるい　とうろくする
sp_achstep_lib_000803	じめんタイプの　ポケモンを ５０しゅるい　とうろくする
sp_achstep_lib_000901	でんきタイプの　ポケモンを ５しゅるい　とうろくする
sp_achstep_lib_000902	でんきタイプの　ポケモンを ２０しゅるい　とうろくする
sp_achstep_lib_000903	でんきタイプの　ポケモンを ５０しゅるい　とうろくする
sp_achstep_lib_001001	どくタイプの　ポケモンを ５しゅるい　とうろくする
sp_achstep_lib_001002	どくタイプの　ポケモンを ２０しゅるい　とうろくする
sp_achstep_lib_001003	どくタイプの　ポケモンを ５０しゅるい　とうろくする
sp_achstep_lib_001101	ドラゴンタイプの　ポケモンを ５しゅるい　とうろくする
sp_achstep_lib_001102	ドラゴンタイプの　ポケモンを １５しゅるい　とうろくする
sp_achstep_lib_001103	ドラゴンタイプの　ポケモンを ４０しゅるい　とうろくする
sp_achstep_lib_001201	ノーマルタイプの　ポケモンを ５しゅるい　とうろくする
sp_achstep_lib_001202	ノーマルタイプの　ポケモンを ３０しゅるい　とうろくする
sp_achstep_lib_001203	ノーマルタイプの　ポケモンを ９０しゅるい　とうろくする
sp_achstep_lib_001301	はがねタイプの　ポケモンを ５しゅるい　とうろくする
sp_achstep_lib_001302	はがねタイプの　ポケモンを ２０しゅるい　とうろくする
sp_achstep_lib_001303	はがねタイプの　ポケモンを ５０しゅるい　とうろくする
sp_achstep_lib_001401	ひこうタイプの　ポケモンを ５しゅるい　とうろくする
sp_achstep_lib_001402	ひこうタイプの　ポケモンを ２５しゅるい　とうろくする
sp_achstep_lib_001403	ひこうタイプの　ポケモンを ６０しゅるい　とうろくする
sp_achstep_lib_001501	フェアリータイプの　ポケモンを ５しゅるい　とうろくする
sp_achstep_lib_001502	フェアリータイプの　ポケモンを １５しゅるい　とうろくする
sp_achstep_lib_001503	フェアリータイプの　ポケモンを ４０しゅるい　とうろくする
sp_achstep_lib_001601	ほのおタイプの　ポケモンを ５しゅるい　とうろくする
sp_achstep_lib_001602	ほのおタイプの　ポケモンを ２０しゅるい　とうろくする
sp_achstep_lib_001603	ほのおタイプの　ポケモンを ５０しゅるい　とうろくする
sp_achstep_lib_001701	みずタイプの　ポケモンを ５しゅるい　とうろくする
sp_achstep_lib_001702	みずタイプの　ポケモンを ４０しゅるい　とうろくする
sp_achstep_lib_001703	みずタイプの　ポケモンを １１０しゅるい　とうろくする
sp_achstep_lib_001801	むしタイプの　ポケモンを ５しゅるい　とうろくする
sp_achstep_lib_001802	むしタイプの　ポケモンを ２５しゅるい　とうろくする
sp_achstep_lib_001803	むしタイプの　ポケモンを ６０しゅるい　とうろくする
sp_achstep_lib_001901	マホイップのすがたを １しゅるい　とうろくする
sp_achstep_lib_001902	マホイップのすがたを ３しゅるい　とうろくする
sp_achstep_lib_001903	マホイップのすがたを ９しゅるい　とうろくする
sp_achstep_lib_002001	とくせいを　１０しゅるい　とうろくする
sp_achstep_lib_002002	とくせいを　７０しゅるい　とうろくする
sp_achstep_lib_002003	とくせいを　２００しゅるい　とうろくする
sp_achstep_lib_002101	とくしゅわざを　１０しゅるい　とうろくする
sp_achstep_lib_002102	とくしゅわざを　５０しゅるい　とうろくする
sp_achstep_lib_002103	とくしゅわざを　１４０しゅるい　とうろくする
sp_achstep_lib_002201	ぶつりわざを　１０しゅるい　とうろくする
sp_achstep_lib_002202	ぶつりわざを　８０しゅるい　とうろくする
sp_achstep_lib_002203	ぶつりわざを　２２０しゅるい　とうろくする
sp_achstep_lib_002301	へんかわざを　１０しゅるい　とうろくする
sp_achstep_lib_002302	へんかわざを　４５しゅるい　とうろくする
sp_achstep_lib_002303	へんかわざを　２００しゅるい　とうろくする
sp_achstep_lib_s_0001	アローラのまもりがみを　とうろくした！
sp_achstep_lib_s_0002	オドリドリの　フォルムを ４しゅるい　とうろくした！
sp_achstep_lib_s_0003	アローラちほうで　さいしょにえらぶ ３びきのポケモンを　とうろくした！
sp_achstep_lib_s_0004	イッシュちほうで　さいしょにえらぶ ３びきのポケモンを　とうろくした！
sp_achstep_lib_s_0005	カロスちほうで　さいしょにえらぶ ３びきのポケモンを　とうろくした！
sp_achstep_lib_s_0006	カントーちほうで　さいしょにえらぶ ３びきのポケモンを　とうろくした！
sp_achstep_lib_s_0007	ジョウトちほうで　さいしょにえらぶ ３びきのポケモンを　とうろくした！
sp_achstep_lib_s_0008	シンオウちほうで　さいしょにえらぶ ３びきのポケモンを　とうろくした！
sp_achstep_lib_s_0009	ホウエンちほうで　さいしょにえらぶ ３びきのポケモンを　とうろくした！
sp_achstep_lib_s_0010	ガラルちほうで　さいしょにえらぶ ３びきのポケモンを　とうろくした！
sp_achstep_lib_s_0011	ウルトラビーストを　５しゅるいとうろくした！
sp_achstep_lib_s_0012	アローラちほうに　せいそくするポケモンを １００しゅるいとうろくした！
sp_achstep_lib_s_0013	シキジカ（はるのすがた）と メブキジカ（はるのすがた）を　とうろくした！
sp_achstep_lib_s_0014	シキジカ（なつのすがた）と メブキジカ（なつのすがた）を　とうろくした！
sp_achstep_lib_s_0015	シキジカ（あきのすがた）と メブキジカ（あきのすがた）を　とうろくした！
sp_achstep_lib_s_0016	シキジカ（ふゆのすがた）と メブキジカ（ふゆのすがた）を　とうろくした！
sp_achstep_lib_s_0017	ビビヨンのもようを　１８しゅるいとうろくした！
sp_achstep_lib_s_0018	ロトムのフォルムを　６しゅるいとうろくした！
sp_achstep_lib_s_0019	アンノーンの　すがたを ２８しゅるい　とうろくした！
sp_achstep_lib_s_0020	イーブイと　イーブイのしんかけいを ９しゅるいとうろくした！
sp_achstep_lib_s_0021	カセキからふくげんするポケモンを ２０しゅるいとうろくした！
sp_achstep_lib_s_0022	メテノのすがたを　７しゅるいとうろくした！
sp_achstep_lib_s_0023	ぼうしをかぶったピカチュウを　とうろくした！
sp_achstep_lib_s_0024	シェイミを　とうろくした！
sp_achstep_oth_000101	ふしぎなおくりもので　１かい プレゼントを　うけとる
sp_achstep_oth_000102	ふしぎなおくりもので　３かい プレゼントを　うけとる
sp_achstep_oth_000103	ふしぎなおくりもので　５かい プレゼントを　うけとる
sp_achstep_oth_000201	シールを　１０しゅるい　あつめる
sp_achstep_oth_000202	シールを　５０しゅるい　あつめる
sp_achstep_oth_000203	シールを　１００しゅるい　あつめる
sp_achstep_oth_000301	Pokémon HOMEを りようしはじめてから　１０にち　たった
sp_achstep_oth_000302	Pokémon HOMEを りようしはじめてから　３０にち　たった
sp_achstep_oth_000303	Pokémon HOMEを りようしはじめてから　６０にち　たった
sp_achstep_oth_000401	ラベルを　１かい　つくる
sp_achstep_oth_000402	ラベルを　３かい　つくる
sp_achstep_oth_000403	ラベルを　１０かい　つくる
sp_achstep_oth_000501	おしらせを　１かい　かくにんする
sp_achstep_oth_000502	おしらせを　１０かい　かくにんする
sp_achstep_oth_000503	おしらせを　３０かい　かくにんする
sp_achstep_oth_s_0001	ポケモンセンターサッポロを おとずれた！
sp_achstep_oth_s_0002	ポケモンセンタートウホクを おとずれた！
sp_achstep_oth_s_0003	ポケモンセンタートウキョーDXを おとずれた！
sp_achstep_oth_s_0004	ポケモンセンターメガトウキョーを おとずれた！
sp_achstep_oth_s_0005	ポケモンセンタースカイツリータウンを おとずれた！
sp_achstep_oth_s_0006	ポケモンセンタートウキョーベイを おとずれた！
sp_achstep_oth_s_0007	ポケモンセンターヨコハマを おとずれた！
sp_achstep_oth_s_0008	ポケモンセンターナゴヤを おとずれた！
sp_achstep_oth_s_0009	ポケモンセンターキョウトを おとずれた！
sp_achstep_oth_s_0010	ポケモンセンターオーサカを おとずれた！
sp_achstep_oth_s_0011	ポケモンセンターヒロシマを おとずれた！
sp_achstep_oth_s_0012	ポケモンセンターフクオカを おとずれた！
sp_achstep_oth_s_0013	ポケモンセンターシブヤを おとずれた！
sp_achstep_oth_s_0014	ポケモンストアしんちとせくうこうてんを おとずれた！
sp_achstep_oth_s_0015	ポケモンストアとうきょうえきてんを おとずれた！
sp_achstep_oth_s_0016	ポケモンストアなりたくうこうてんを おとずれた！
sp_achstep_oth_s_0017	ポケモンストアごてんばてんを おとずれた！
sp_achstep_oth_s_0018	ポケモンストアちゅうぶこくさいくうこうてんを おとずれた！
sp_achstep_oth_s_0019	ポケモンストアOLおやべてんを おとずれた！
sp_achstep_oth_s_0020	ポケモンストアいたみくうこうてんを おとずれた！
sp_achstep_oth_s_0021	ポケモンストアかんさいくうこうてんを おとずれた！
sp_achstep_oth_s_0022	ポケモンストアイオンモールおかやまてんを おとずれた！
sp_achstep_oth_s_0023	ポケモンストアエミフルMASAKIてんを おとずれた！
sp_achstep_oth_s_0024	ポケモンストアアミュプラザおおいたてんを おとずれた！
sp_achstep_oth_s_0025	ポケモンストアアミュプラザかごしまてんを おとずれた！
sp_achstep_oth_s_0026	ポケモンストアデパートリウボウてんを おとずれた！
sp_achstep_oth_s_0027	ポケモンストアイオンモール おきなわライカムてんを　おとずれた！
sp_achstep_oth_s_0028	ポケモンWCS2020の かいじょうを　おとずれた！
sp_achstep_oth_s_0029	ポケモンWCS2021の かいじょうを　おとずれた！
sp_achstep_oth_s_0030	ピカチュウ大量発生チュウ！2020の かいじょうを　おとずれた！
sp_achstep_oth_s_0031	ピカチュウ大量発生チュウ！2021の かいじょうを　おとずれた！
sp_achstep_oth_s_0032	JR東日本ポケモンスタンプラリー2020に さんかした！
sp_achstep_oth_s_0033	JR東日本ポケモンスタンプラリー2020で ぜんえきたっせいした！
sp_achstep_oth_s_0034	JR東日本ポケモンスタンプラリー2021に さんかした！
sp_achstep_oth_s_0035	JR東日本ポケモンスタンプラリー2021で ぜんえきたっせいした！
sp_achstep_oth_s_0036	（えいがめい）を げきじょうでみた！
sp_achstep_oth_s_0037	（えいがめい）を げきじょうでみた！
sp_achstep_oth_s_0038	Pokémon Cafeを おとずれた！
sp_achstep_oth_s_0039	ポケモンセンターオーサカDXを おとずれた！
sp_achstep_oth_s_0040	ユーザーアイコンを　１０かいへんこうした！
sp_achstep_oth_s_0041	Pokémon HOMEから バタフリーを　だした！
sp_achstep_oth_s_0042	ポケモンバンクから ポケモンを　ひっこしした！
sp_achstep_oth_s_0043	Pokémon HOMEポイントが １００Pたまった！
sp_achstep_oth_s_0044	おんせいにんしきを　つかった！
sp_achstep_trd_000101	GTSで　５かい　こうかんする
sp_achstep_trd_000102	GTSで　２５かい　こうかんする
sp_achstep_trd_000103	GTSで　５０かい　こうかんする
sp_achstep_trd_000201	グループこうかんで　５かい　こうかんする
sp_achstep_trd_000202	グループこうかんで　２５かい　こうかんする
sp_achstep_trd_000203	グループこうかんで　５０かい　こうかんする
sp_achstep_trd_000301	グループこうかんを　１かい　かいさいする
sp_achstep_trd_000302	グループこうかんを　５かい　かいさいする
sp_achstep_trd_000303	グループこうかんを　２０かい　かいさいする
sp_achstep_trd_000401	ミラクルボックスで　５かい　こうかんする
sp_achstep_trd_000402	ミラクルボックスで　２５かい　こうかんする
sp_achstep_trd_000403	ミラクルボックスで　５０かい　こうかんする
sp_achstep_trd_s_0001	２０にんで　グループこうかんをした！
sp_achstep_trd_s_0002	ポケモンを１０ぴきどうじに ミラクルボックスにあずけた！
sp_achstep_trd_s_0003	ザングースと　ハブネークを　こうかんした！
sp_achstep_trd_s_0004	ソルロックと　ルナトーンを　こうかんした！
sp_achstep_trd_s_0005	ダゲキと　ナゲキを　こうかんした！
sp_achstep_trd_s_0006	タテトプスと　ズガイドスを　こうかんした！
sp_achstep_trd_s_0007	ニドクインと　ニドキングを　こうかんした！
sp_achstep_trd_s_0008	ニャオニクス（オスのすがた）と ニャオニクス（メスのすがた）を　こうかんした！
sp_achstep_trd_s_0009	ピカチュウと　ミミッキュを　こうかんした！
sp_achstep_trd_s_0010	プラスルと　マイナンを　こうかんした！
sp_achstep_trd_s_0011	カイロスと　ヘラクロスを　こうかんした！
sp_achstep_trd_s_0012	ヤドンと　シェルダーを　こうかんした！
sp_achstep_trd_s_0013	ラティアスと　ラティオスを　こうかんした！
sp_achstep_trd_s_0014	ロコンと　ロコン（アローラのすがた）を こうかんした！
sp_achstep_trd_s_0015	ビリリダマと　タマゲタケを　こうかんした！
sp_achstep_trd_s_0016	サワムラーと　エビワラーを　こうかんした！
sp_achstep_trd_s_0017	ヒトデマンと　ラブカスを　こうかんした！
sp_achstep_trd_s_0018	おなじポケモンを　こうかんした！
sp_achstep_trd_s_0019	ニドリーノと　ゲンガーを　こうかんした！

~~~~~~~~~~~~~~~
Text File : sp_ach_jpn.msbt
~~~~~~~~~~~~~~~
sp_ach_filter_01_01	クリアずみ
sp_ach_filter_01_02	みクリア
sp_ach_tab_category_01	そのた
sp_ach_lib_s_0001	アローラのまもりがみを　とうろくした！
sp_ach_lib_s_0002	オドリドリの　フォルムを ４しゅるい　とうろくした！
sp_ach_lib_s_0003	アローラちほうで　さいしょにえらぶ ３びきのポケモンを　とうろくした！
sp_ach_lib_s_0004	イッシュちほうで　さいしょにえらぶ ３びきのポケモンを　とうろくした！
sp_ach_lib_s_0005	カロスちほうで　さいしょにえらぶ ３びきのポケモンを　とうろくした！
sp_ach_lib_s_0006	カントーちほうで　さいしょにえらぶ ３びきのポケモンを　とうろくした！
sp_ach_lib_s_0007	ジョウトちほうで　さいしょにえらぶ ３びきのポケモンを　とうろくした！
sp_ach_lib_s_0008	シンオウちほうで　さいしょにえらぶ ３びきのポケモンを　とうろくした！
sp_ach_lib_s_0009	ホウエンちほうで　さいしょにえらぶ ３びきのポケモンを　とうろくした！
sp_ach_lib_s_0010	ガラルちほうで　さいしょにえらぶ ３びきのポケモンを　とうろくした！
sp_ach_lib_s_0011	ウルトラビーストを　５しゅるいとうろくした！
sp_ach_lib_s_0012	アローラちほうに　せいそくするポケモンを １００しゅるいとうろくした！
sp_ach_lib_0001	あくタイプのポケモンを　とうろくしよう！
sp_ach_lib_0002	いわタイプのポケモンを　とうろくしよう！
sp_ach_lib_0003	エスパータイプのポケモンを　とうろくしよう！
sp_ach_lib_0004	かくとうタイプのポケモンを　とうろくしよう！
sp_ach_lib_0005	くさタイプのポケモンを　とうろくしよう！
sp_ach_lib_0006	ゴーストタイプのポケモンを　とうろくしよう！
sp_ach_lib_0007	こおりタイプのポケモンを　とうろくしよう！
sp_ach_lib_0008	じめんタイプのポケモンを　とうろくしよう！
sp_ach_lib_0009	でんきタイプのポケモンを　とうろくしよう！
sp_ach_lib_0010	どくタイプのポケモンを　とうろくしよう！
sp_ach_lib_0011	ドラゴンタイプのポケモンを　とうろくしよう！
sp_ach_lib_0012	ノーマルタイプのポケモンを　とうろくしよう！
sp_ach_lib_0013	はがねタイプのポケモンを　とうろくしよう！
sp_ach_lib_0014	ひこうタイプのポケモンを　とうろくしよう！
sp_ach_lib_0015	フェアリータイプのポケモンを　とうろくしよう！
sp_ach_lib_0016	ほのおタイプのポケモンを　とうろくしよう！
sp_ach_lib_0017	みずタイプのポケモンを　とうろくしよう！
sp_ach_lib_0018	むしタイプのポケモンを　とうろくしよう！
sp_ach_lib_0019	マホイップのすがたを　とうろくしよう！
sp_ach_lib_0020	とくせいを　とうろくしよう！
sp_ach_lib_0021	とくしゅわざを　とうろくしよう！
sp_ach_lib_0022	ぶつりわざを　とうろくしよう！
sp_ach_lib_0023	へんかわざを　とうろくしよう！
sp_ach_lib_s_0013	シキジカ（はるのすがた）と メブキジカ（はるのすがた）を　とうろくした！
sp_ach_lib_s_0014	シキジカ（なつのすがた）と メブキジカ（なつのすがた）を　とうろくした！
sp_ach_lib_s_0015	シキジカ（あきのすがた）と メブキジカ（あきのすがた）を　とうろくした！
sp_ach_lib_s_0016	シキジカ（ふゆのすがた）と メブキジカ（ふゆのすがた）を　とうろくした！
sp_ach_lib_s_0017	ビビヨンのもようを　１８しゅるいとうろくした！
sp_ach_lib_s_0018	ロトムのフォルムを　６しゅるいとうろくした！
sp_ach_lib_s_0019	アンノーンの　すがたを ２８しゅるい　とうろくした！
sp_ach_lib_s_0020	イーブイと　イーブイのしんかけいを ９しゅるいとうろくした！
sp_ach_lib_s_0021	カセキからふくげんするポケモンを ２０しゅるいとうろくした！
sp_ach_lib_s_0022	メテノのすがたを　７しゅるいとうろくした！
sp_ach_lib_s_0023	ぼうしをかぶったピカチュウを　とうろくした！
sp_ach_lib_s_0024	シェイミを　とうろくした！
sp_ach_trd_s_0002	ポケモンを１０ぴきどうじに ミラクルボックスにあずけた！
sp_ach_trd_s_0003	ザングースと　ハブネークを　こうかんした！
sp_ach_trd_s_0004	ソルロックと　ルナトーンを　こうかんした！
sp_ach_trd_s_0005	ダゲキと　ナゲキを　こうかんした！
sp_ach_trd_s_0006	タテトプスと　ズガイドスを　こうかんした！
sp_ach_trd_s_0007	ニドクインと　ニドキングを　こうかんした！
sp_ach_trd_s_0008	ニャオニクス（オスのすがた）と ニャオニクス（メスのすがた）を　こうかんした！
sp_ach_trd_s_0009	ピカチュウと　ミミッキュを　こうかんした！
sp_ach_trd_s_0010	プラスルと　マイナンを　こうかんした！
sp_ach_trd_s_0011	カイロスと　ヘラクロスを　こうかんした！
sp_ach_trd_s_0012	ヤドンと　シェルダーを　こうかんした！
sp_ach_trd_s_0013	ラティアスと　ラティオスを　こうかんした！
sp_ach_trd_s_0014	ロコンと　ロコン（アローラのすがた）を こうかんした！
sp_ach_trd_s_0015	ビリリダマと　タマゲタケを　こうかんした！
sp_ach_trd_s_0016	サワムラーと　エビワラーを　こうかんした！
sp_ach_trd_s_0017	ヒトデマンと　ラブカスを　こうかんした！
sp_ach_trd_s_0018	おなじポケモンを　こうかんした！
sp_ach_trd_s_0019	ニドリーノと　ゲンガーを　こうかんした！
sp_ach_trd_s_0001	２０にんで　グループこうかんをした！
sp_ach_trd_0001	GTSで　こうかんしよう！
sp_ach_trd_0002	グループこうかんをしよう！
sp_ach_trd_0003	グループこうかんを　かいさいしよう！
sp_ach_trd_0004	ミラクルボックスで　こうかんしよう！
sp_ach_oth_s_0001	ポケモンセンターサッポロを おとずれた！
sp_ach_oth_s_0002	ポケモンセンタートウホクを おとずれた！
sp_ach_oth_s_0003	ポケモンセンタートウキョーDXを おとずれた！
sp_ach_oth_s_0004	ポケモンセンターメガトウキョーを おとずれた！
sp_ach_oth_s_0005	ポケモンセンタースカイツリータウンを おとずれた！
sp_ach_oth_s_0006	ポケモンセンタートウキョーベイを おとずれた！
sp_ach_oth_s_0007	ポケモンセンターヨコハマを おとずれた！
sp_ach_oth_s_0008	ポケモンセンターナゴヤを おとずれた！
sp_ach_oth_s_0009	ポケモンセンターキョウトを おとずれた！
sp_ach_oth_s_0010	ポケモンセンターオーサカを おとずれた！
sp_ach_oth_s_0011	ポケモンセンターヒロシマを おとずれた！
sp_ach_oth_s_0012	ポケモンセンターフクオカを おとずれた！
sp_ach_oth_s_0013	ポケモンセンターシブヤを おとずれた！
sp_ach_oth_s_0014	ポケモンストアしんちとせくうこうてんを おとずれた！
sp_ach_oth_s_0015	ポケモンストアとうきょうえきてんを おとずれた！
sp_ach_oth_s_0016	ポケモンストアなりたくうこうてんを おとずれた！
sp_ach_oth_s_0017	ポケモンストアごてんばてんを おとずれた！
sp_ach_oth_s_0018	ポケモンストアちゅうぶこくさいくうこうてんを おとずれた！
sp_ach_oth_s_0019	ポケモンストアOLおやべてんを おとずれた！
sp_ach_oth_s_0020	ポケモンストアいたみくうこうてんを おとずれた！
sp_ach_oth_s_0021	ポケモンストアかんさいくうこうてんを おとずれた！
sp_ach_oth_s_0022	ポケモンストアイオンモールおかやまてんを おとずれた！
sp_ach_oth_s_0023	ポケモンストアエミフルMASAKIてんを おとずれた！
sp_ach_oth_s_0024	ポケモンストアアミュプラザおおいたてんを おとずれた！
sp_ach_oth_s_0025	ポケモンストアアミュプラザかごしまてんを おとずれた！
sp_ach_oth_s_0026	ポケモンストアデパートリウボウてんを おとずれた！
sp_ach_oth_s_0027	ポケモンストアイオンモール おきなわライカムてんを　おとずれた！
sp_ach_oth_s_0028	ポケモンWCS2020の かいじょうを　おとずれた！
sp_ach_oth_s_0029	ポケモンWCS2021の かいじょうを　おとずれた！
sp_ach_oth_s_0030	ピカチュウ大量発生チュウ！2020の かいじょうを　おとずれた！
sp_ach_oth_s_0031	ピカチュウ大量発生チュウ！2021の かいじょうを　おとずれた！
sp_ach_oth_s_0032	JR東日本ポケモンスタンプラリー2020に さんかした！
sp_ach_oth_s_0033	JR東日本ポケモンスタンプラリー2020で ぜんえきたっせいした！
sp_ach_oth_s_0034	JR東日本ポケモンスタンプラリー2021に さんかした！
sp_ach_oth_s_0035	JR東日本ポケモンスタンプラリー2021で ぜんえきたっせいした！
sp_ach_oth_s_0036	（えいがめい）を げきじょうでみた！
sp_ach_oth_s_0037	（えいがめい）を げきじょうでみた！
sp_ach_oth_s_0038	Pokémon Cafeを おとずれた！
sp_ach_oth_s_0039	ポケモンセンターオーサカDXを おとずれた！
sp_ach_oth_s_0040	ユーザーアイコンを　１０かいへんこうした！
sp_ach_oth_s_0041	Pokémon HOMEから バタフリーを　だした！
sp_ach_oth_s_0042	ポケモンバンクから ポケモンを　ひっこしした！
sp_ach_oth_s_0043	Pokémon HOMEポイントが １００Pたまった！
sp_ach_oth_s_0044	おんせいにんしきを　つかった！
sp_ach_oth_0001	ふしぎなおくりもので プレゼントを　うけとろう！
sp_ach_oth_0002	シールを　あつめよう！
