~~~~~~~~~~~~~~~
Text File : itemname_esp.msbt
~~~~~~~~~~~~~~~
ITEMNAME_000	Ningún objeto
sp_trade_miracle_00004	Retirar
sp_trade_miracle_00005	No puedes seleccionar Pokémon depositados en el GTS.
sp_trade_miracle_00006	No puedes seleccionar Pokémon depositados en la caja prodigiosa.
sp_trade_miracle_00007	¿Quieres retirar a [VAR_PKNAME] de la caja prodigiosa?
sp_trade_miracle_00008	[VAR_PKNAME] ya ha sido intercambiado.
sp_trade_miracle_00010	¡Intercambio completado!
sp_trade_miracle_00011	Se ha producido un error en el registro. Inténtalo de nuevo más tarde.
sp_trade_miracle_00013_v3	¿Qué quieres hacer?
sp_trade_miracle_00013_1_v3	(Has seleccionado [VAR] Pokémon).
sp_trade_miracle_00014_v3	Depositar
sp_trade_miracle_00015_v3	Ver datos
sp_trade_miracle_00016_v3	No puedes seleccionar un número de Pokémon superior al de espacios libres disponibles.
sp_trade_miracle_00017_v3	No hay ningún Pokémon seleccionado. Selecciona los Pokémon que quieres depositar.
sp_trade_miracle_00018_v3	En la pantalla de datos, puedes deslizar hacia la derecha o la izquierda para cambiar de Pokémon.
sp_trade_miracle_change_plan_confirm	Es necesario cambiar al plan prémium para poder depositar Pokémon en todos los espacios de la caja. ¿Quieres cambiar el plan actual?
sp_trade_miracle_receive_all_v4	Recibir todos los Pokémon
sp_trade_miracle_update_v4	Parece que se han intercambiado algunos Pokémon. Comprueba la caja prodigiosa.
sp_trade_group_00002	Número de participantes
sp_trade_group_00003	¿Ver Pokémon para intercambiar?
sp_trade_group_00004	Sí
sp_trade_group_00005	No
sp_trade_group_00006	Al azar
sp_trade_group_00007	Crear grupo
sp_trade_group_00008	Grupos abiertos
sp_trade_group_00009	Unirse mediante un ID de grupo
sp_trade_group_00010	Unirse mediante código 2D
sp_trade_group_00011	Unirse a un grupo al azar
sp_trade_group_00012	Creación de un grupo
sp_trade_group_00013	Has abandonado el grupo.
sp_trade_group_00014	Grupo de [VAR_PLAYER]
sp_trade_group_00015	ID de grupo
sp_trade_group_00016	Compartir código
sp_trade_group_00017	Código 2D del grupo
sp_trade_group_00018	Abandonar grupo
sp_trade_group_00019	Seleccionar Pokémon
sp_trade_group_00020	Has seleccionado a [VAR_PLAYER].
sp_trade_group_00021	Pokémon para intercambiar:
sp_trade_group_00023	¿Vas a realizar más intercambios?
sp_trade_group_00024	Sí
sp_trade_group_00025	No
sp_trade_group_00026	Este grupo ya no está activo.
sp_trade_group_00027	Se ha excedido el tiempo de conexión.
sp_trade_group_00028	¿Quieres disolver el grupo?
sp_trade_group_00029	¿Quieres abandonar el grupo?
sp_trade_group_00030	Selección de Pokémon
sp_trade_group_00031	Grupo abierto
sp_trade_group_00032	Introducir ID de grupo
sp_trade_group_00033	Leer código 2D
sp_trade_group_00034	Se disolverá el grupo porque quien lo creó no ha seleccionado ningún Pokémon.
sp_trade_group_00035	Abandonarás el grupo porque no has seleccionado ningún Pokémon.
sp_trade_group_00036	Toca para introducir el ID de grupo.
sp_trade_group_00037	No has podido unirte al grupo.
sp_trade_group_00038	Expulsar
sp_trade_group_00039	Esperando a otros usuarios...
sp_trade_group_change_plan_confirm	Es necesario cambiar al plan prémium para crear un grupo. ¿Quieres cambiar el plan actual?
sp_trade_firend_00001	Iniciando GPS...
sp_trade_firend_00002	Esperando a [VAR_PLAYER]...
sp_trade_firend_00003	Esperando conexión...
sp_trade_firend_00004	Intercambiar
sp_trade_firend_00005	Todo listo
sp_trade_firend_00006	Eligiendo Pokémon...
sp_trade_firend_00007	Activa el GPS de tu dispositivo.
sp_trade_firend_00008	Se finalizará el intercambio. ¿Quieres continuar?
sp_trade_firend_00009_v1	No se ha podido iniciar el GPS. Regresarás al menú de intercambios.
sp_trade_firend_00010_v1	No se ha encontrado ningún usuario cercano con el que realizar un intercambio. Acercaos más e intentadlo de nuevo.
sp_trade_gts_00001	Depositar Pokémon
sp_trade_gts_00002	Buscar Pokémon
sp_trade_gts_00003	Pokémon deseado
sp_trade_gts_00004	Cualquiera
sp_trade_gts_00005	Continuar con estos criterios
sp_trade_gts_00006	Depositar
sp_trade_gts_00007	Retirar
sp_trade_gts_00008	¿Quieres retirarlo?
sp_trade_gts_00009	Incluir usuarios que buscan Pokémon legendarios y singulares
sp_trade_gts_00010	Buscar con estos criterios
sp_trade_gts_00011	Resultados de la búsqueda
sp_trade_gts_00012	No hay ningún Pokémon que corresponda a esos criterios.
sp_trade_gts_00013	Datos de [VAR_PLAYER]
sp_trade_gts_00014	Ofrecer para intercambio
sp_trade_gts_00015	No tienes ningún Pokémon que quiera el otro usuario.
sp_trade_gts_00016	Ya has intercambiado a este Pokémon.
sp_trade_gts_00017	Juego al que lo quieres transferir
sp_trade_gts_00018	Tras usar una menta
sp_trade_gts_00019_v1	Has elegido un Pokémon especial como Pokémon deseado. Elige otro Pokémon.
sp_trade_gts_00020_v3	Incluir usuarios que buscan Pokémon que no tienes
sp_trade_gts_00021_v3	Incluir usuarios que buscan Pokémon especiales, como legendarios y singulares
sp_trade_gts_00022_v4	Has elegido un Pokémon especial como Pokémon deseado. Los Pokémon especiales no se pueden intercambiar. Elige otro Pokémon.
sp_trade_gts_01001	¿Quieres intercambiar Pokémon conmigo?
sp_trade_gts_01002	Busco un Pokémon que pueda ayudarme en mi aventura.
sp_trade_gts_01003	Busco un Pokémon que me ayude a ganar combates.
sp_trade_gts_01004	Busco un Pokémon especial al que se haya criado desde que era un Huevo.
sp_trade_gts_01005	Quiero completar mi Pokédex.
sp_trade_gts_01006	Quiero llenar mi Pokédex de entradas en otros idiomas.
sp_trade_gts_01007	Busco un Pokémon al que se le haya puesto un mote.
sp_trade_gts_01008	Este es un Pokémon al que crie con esmero. Si lo quieres, es tuyo.
sp_trade_gts_01009	Este es un Pokémon recién salido de un Huevo. ¡Cuida bien de él!
sp_trade_gts_01010	Este es un Pokémon al que entrené para que ganara en los combates.
sp_trade_gts_01011	Este es un Pokémon con un gran potencial. Si lo quieres, es tuyo.
sp_trade_gts_02001	1 al 10
sp_trade_gts_02002	11 al 20
sp_trade_gts_02003	21 al 30
sp_trade_gts_02004	31 al 40
sp_trade_gts_02005	41 al 50
sp_trade_gts_02006	51 al 60
sp_trade_gts_02007	61 al 70
sp_trade_gts_02008	71 al 80
sp_trade_gts_02009	81 al 90
sp_trade_gts_02010	91 al 100
sp_trade_invalid_00001	No tienes Pokémon para intercambiar. Deposita primero alguno en Pokémon HOME.
sp_trade_invalid_00002	No tienes Pokémon para intercambiar. Deposita primero algún Pokémon en Pokémon HOME o retira alguno de la caja prodigiosa.
sp_trade_invalid_00003	No tienes Pokémon para intercambiar. Deposita primero algún Pokémon en Pokémon HOME o retira alguno del GTS.
sp_trade_invalid_00004	No tienes Pokémon para intercambiar. Deposita primero algún Pokémon en Pokémon HOME o retira alguno de la caja prodigiosa o del GTS.
sp_trade_invalid_00005	No tienes Pokémon para intercambiar. No puedes intercambiar Pokémon que has marcado como favoritos.
sp_trade_invalid_00006	No tienes Pokémon para intercambiar. No puedes intercambiar Pokémon que has marcado como favoritos ni Pokémon depositados en la caja prodigiosa.
sp_trade_invalid_00007	No tienes Pokémon para intercambiar. No puedes intercambiar Pokémon que has marcado como favoritos ni Pokémon depositados en el GTS.
sp_trade_invalid_00008	No tienes Pokémon para intercambiar. No puedes intercambiar Pokémon que has marcado como favoritos ni Pokémon depositados en el GTS o en la caja prodigiosa.

~~~~~~~~~~~~~~~
Text File : sp_ui_esp.msbt
~~~~~~~~~~~~~~~
sp_ui_app_title	Pokémon HOME
sp_ui_title_00001	Toca para empezar
sp_ui_title_00002	©2020 Pokémon.
sp_ui_title_00003	©1995-2020 Nintendo / Creatures Inc. / GAME FREAK inc.
sp_ui_pokemon	Pokémon
sp_ui_ok	Aceptar
sp_ui_continue	Continuar
sp_ui_decision	Confirmar
sp_ui_cancel	Cancelar
sp_ui_quit	Salir
sp_ui_return	Atrás
sp_ui_close	Cerrar
sp_ui_yes	Sí
sp_ui_no	No
sp_ui_confirm	Confirmar
sp_ui_next_to	Siguiente
sp_ui_migration	Traslado
sp_ui_connecting	Conectando...
sp_ui_loading	Cargando...
sp_ui_retry	Reintentar
sp_ui_on	Activar
sp_ui_off	Desactivar
sp_ui_none_reasonably	Ninguna
sp_ui_none_pokerus	Sin Pokérus
sp_ui_none_sex	Desconocido
sp_ui_level	Nivel
sp_ui_height	Altura
sp_ui_weight	Peso
sp_ui_hp	PS
sp_ui_atk	Ataque
sp_ui_def	Defensa
sp_ui_agi	Velocidad
sp_ui_spatk	At. Esp.
sp_ui_spdef	Def. Esp.
sp_ui_sex	Sexo
sp_ui_formcategory01	Megaevolución
sp_ui_formcategory02	Variocolor
sp_ui_formcategory03	Forma de Alola
sp_ui_formcategory04	Forma de Galar
sp_ui_formcategory99	Todas las formas
sp_ui_achieve	Logros
sp_ui_friend	Amigos
sp_ui_info	Avisos
sp_ui_myroom	Rincón personal
sp_ui_trade	Intercambios
sp_ui_mysterious_gift	Regalo misterioso
sp_ui_mysterious_gift_2	Regalo misterioso
sp_ui_settings	Opciones
sp_ui_pgl	Datos de combate
sp_ui_library	Pokédex
sp_ui_profile	Perfil
sp_ui_seal_edit	Cambiar pegatinas
sp_ui_miracle_trade	Caja prodigiosa
sp_ui_gts	GTS
sp_ui_group_trade	Intercambio en grupo
sp_ui_friend_trade	Intercambio con amigos
sp_ui_record	Estadísticas
sp_ui_player_log	Libreta
sp_ui_national_library	Pokédex Nacional
sp_ui_waza	Movimiento
sp_ui_tokusei	Habilidad
sp_ui_compare	Comparación
sp_ui_delivery	Enviar
sp_ui_friendcode	Clave de amigo
sp_ui_favorite	Favoritos
sp_ui_point	Puntos
sp_ui_other	Otros
sp_ui_help	Ayuda
sp_ui_register	Registrado
sp_ui_unregister	No registrado
sp_ui_register_status	Registro en la Pokédex
sp_ui_register_date	Fecha
sp_ui_user_name	Nombre de usuario
sp_ui_nickname	Apodo
sp_ui_country_name	País o región
sp_ui_number	Número
sp_ui_name	Nombre
sp_ui_date_of_leave	Depositado
sp_ui_library_number	Número de la Pokédex
sp_ui_latest_achievement_date	Más recientes
sp_ui_hozon	Guardar
sp_ui_all_erase	Quitar todo
sp_ui_seal	Editar
sp_ui_preview	Vista previa
sp_ui_notice	Notif.
sp_ui_account	Cuenta
sp_ui_input_name_confirm	Confirmar
sp_ui_details	Detalles
sp_ui_input_name_please	Introduce un nombre.
sp_ui_input_name_attention	Debes introducir un nombre en el idioma seleccionado.
sp_ui_input_nickname_confirm_01	Mote del Pokémon
sp_ui_input_nickname_confirm_02	¿Quieres ponerle un mote a [VAR_PKNAME]?
sp_ui_input_nickname	Mote del Pokémon
sp_ui_input_nickname_00	Toca para introducir un mote.
sp_ui_input_nickname_please	Introduce un mote.
sp_ui_input_nickname_warning_01	No has introducido ningún mote.
sp_ui_input_nickname_warning_02	Has introducido caracteres no válidos.
sp_ui_input_nickname_warning_03	El mote es demasiado largo.
sp_ui_input_nickname_warning_04	No puedes introducir un mote compuesto únicamente por seis cifras.
sp_ui_confirm_exit_app	¿Quieres cerrar la aplicación?
sp_ui_user_icon_00	Avatar
sp_ui_last_update	Última actualización
sp_ui_nintendoswitch	Nintendo Switch
sp_ui_smartphone	Dispositivo móvil
sp_ui_oak	Gran Oak
sp_ui_monbo	Pobolín
sp_ui_authorization_microphone_error	No se ha podido acceder al micrófono. Debes dar permiso a la aplicación para utilizarlo.
sp_ui_init_microphone_error	No se ha detectado ningún micrófono. Comprueba que no lo esté usando ninguna otra aplicación.
sp_ui_authorization_speech_error_less_ios10	Reconocimiento de voz disponible en iOS 10 y superior.
sp_ui_authorization_camera_error	No se ha podido acceder a la cámara. Debes dar permiso a la aplicación para utilizarla.
sp_ui_authorization_speech_error	No se ha podido acceder al reconocimiento de voz. Debes dar permiso a la aplicación para utilizarlo.
sp_ui_secret	???
sp_ui_title_menu_02	Preguntas frecuentes
sp_ui_title_menu_04	Servicio de atención al cliente
sp_ui_title_menu_05	Borrar caché
sp_ui_title_menu_05_dialog_text	Borrar la caché puede ayudar a que la aplicación funcione más rápido. No se borrarán tus datos. ¿Quieres borrar la caché?
sp_ui_title_menu_05_dialog_progress	Borrando caché...
sp_ui_title_menu_05_dialog_done	Se ha borrado la caché.
sp_ui_title_menu_support_id	ID de usuario
sp_ui_title_menu_06_v1	Copiar ID de usuario
sp_ui_title_menu_06_dialog_text_v1	El ID se ha copiado en el portapapeles.
sp_ui_title_nalink_v2	La información de tu cuenta Nintendo ha cambiado. Inicia sesión en tu cuenta Nintendo de nuevo.  No puedes acceder con una cuenta Nintendo distinta a la que estabas usando.
sp_ui_title_nalink_complete_v2	Has iniciado sesión en tu cuenta Nintendo.
sp_ui_title_nalink_error_v2	La cuenta Nintendo en la que has iniciado sesión es distinta a la cuenta Nintendo vinculada.
sp_ui_title_license	Licencias
sp_ui_downlod_0001	Iniciando...
sp_ui_downlod_0002	Descargando datos maestros...
sp_ui_downlod_0003	Se han descargado los datos maestros.
sp_ui_downlod_0004	Se ha producido un error al descargar los datos.
sp_ui_downlod_0005	Iniciando sesión...
sp_ui_downlod_0006	Se ha producido un error al iniciar sesión.
sp_ui_downlod_0007	Descargando recursos...
sp_ui_downlod_0008	Se ha producido un error al descargar recursos.
sp_ui_webview_to_list	Ver lista
sp_ui_evolution	Evolución
sp_ui_cannot_displayed_pokemon	No registrado en la Pokédex
sp_ui_library_empty_list	No hay Pokémon que mostrar.
sp_ui_waza_library_empty_list	No hay movimientos que mostrar.
sp_ui_tokusei_library_empty_list	No hay habilidades que mostrar.
sp_ui_library_no_desc_text	Esta descripción no existe en este idioma.
sp_ui_refine	Buscar
sp_ui_details_settings	Filtros avanzados
sp_ui_keyword_dictionary	Nombre
sp_ui_keyword_bank	Nombre
sp_ui_keyword_waza	Movimiento
sp_ui_keyword_tokusei	Habilidad
sp_ui_keyword_label_v2	Nombre
sp_ui_waza_category	Clase
sp_ui_filter_all_clear	Eliminar todo
sp_ui_input_please	Introduce texto aquí.
sp_ui_waza_input_please	Introduce texto aquí.
sp_ui_tokusei_input_please	Introduce texto aquí.
sp_ui_select_nothing	—
sp_ui_type1	Tipo 1
sp_ui_type2	Tipo 2
sp_ui_temper	Naturaleza
sp_ui_marking	Marca
sp_ui_production_location_mark	Símbolo regional
sp_ui_parent	EO
sp_ui_shape	Figura
sp_ui_color	Color
sp_ui_ball_v4	Poké Ball
sp_ui_language_v4	Idioma
sp_ui_filter_parent	[VAR_PLAYER]: [VAR_TID]
sp_ui_filter_seikaku_1_m	Fuerte (sin usar mentas)
sp_ui_filter_seikaku_2_m	Huraña o Menta Huraña
sp_ui_filter_seikaku_3_m	Audaz o Menta Audaz
sp_ui_filter_seikaku_4_m	Firme o Menta Firme
sp_ui_filter_seikaku_5_m	Pícara o Menta Pícara
sp_ui_filter_seikaku_6_m	Osada o Menta Osada
sp_ui_filter_seikaku_7_m	Dócil (sin usar mentas)
sp_ui_filter_seikaku_8_m	Plácida o Menta Plácida
sp_ui_filter_seikaku_9_m	Agitada o Menta Agitada
sp_ui_filter_seikaku_10_m	Floja o Menta Floja
sp_ui_filter_seikaku_11_m	Miedosa o Menta Miedosa
sp_ui_filter_seikaku_12_m	Activa o Menta Activa
sp_ui_filter_seikaku_13_m	Seria o Menta Seria
sp_ui_filter_seikaku_14_m	Alegre o Menta Alegre
sp_ui_filter_seikaku_15_m	Ingenua o Menta Ingenua
sp_ui_filter_seikaku_16_m	Modesta o Menta Modesta
sp_ui_filter_seikaku_17_m	Afable o Menta Afable
sp_ui_filter_seikaku_18_m	Mansa o Menta Mansa
sp_ui_filter_seikaku_19_m	Tímida (sin usar mentas)
sp_ui_filter_seikaku_20_m	Alocada o Menta Alocada
sp_ui_filter_seikaku_21_m	Serena o Menta Serena
sp_ui_filter_seikaku_22_m	Amable o Menta Amable
sp_ui_filter_seikaku_23_m	Grosera o Menta Grosera
sp_ui_filter_seikaku_24_m	Cauta o Menta Cauta
sp_ui_filter_seikaku_25_m	Rara (sin usar mentas)
sp_ui_pokerus	Pokérus
sp_ui_last_title	Última ubicación
sp_ui_mark_select_please	Selección de marcas
sp_ui_form	Forma
sp_ui_appear_software	Juegos donde aparece
sp_ui_appear_region	Regiones donde aparece
sp_ui_kind	Especie
sp_ui_seal_unused	Sin usar
sp_ui_seal_used	Pegatinas usadas
sp_ui_seal_kind	Tipo de pegatina
sp_ui_seal_basic	Básicas
sp_ui_seal_size	Tamaño de pegatina
sp_ui_category	Rango
sp_ui_clear_not_cleared	Completado/Sin completar
sp_ui_operation	Acciones
sp_ui_delivery_receive	Regalos misteriosos
sp_ui_pokemon_out_in	Conexiones
sp_ui_pokesmile	Puntos Pokémon HOME
sp_ui_go	Conexión con Pokémon GO
sp_ui_date	Fecha
sp_ui_deposit	Depósitos
sp_ui_withdrawal	Retiradas
sp_ui_label_type_v2	Tipo de etiqueta
sp_ui_label_filter_exist_v2	Uno o más
sp_ui_label_filter_empty_v2	Ninguno
sp_ui_label_filter_all_v2	Todos los colores
sp_ui_label_filter_box_v2	Cajas
sp_ui_label_sort_index_v2	Fecha de creación
sp_ui_label_pokemon_count_v2	Número de Pokémon
sp_ui_library_search	Buscar en la Pokédex
sp_ui_pokemon_search	Buscar Pokémon
sp_ui_type_compatibility	Compatibilidad entre tipos
sp_ui_type_compatibility_damage	Daño recibido por movimientos según su tipo:
sp_ui_type_compatibility_01	Supereficaz
sp_ui_type_compatibility_02	Poco eficaz
sp_ui_type_compatibility_03	Sin efecto
sp_ui_type_compatibility_04	Daño habitual
sp_ui_type_compatibility_05	Sin icono
sp_ui_pokemon_type	Tipo
sp_ui_pgl_battle_log	Datos de combate
sp_ui_pgl_rank_match	Combates Clasificatorios
sp_ui_pgl_internet_tournament	Torneos en Línea
sp_ui_pgl_mypage	Mis resultados
sp_ui_pgl_regulation	Descarga de reglamentos
sp_ui_pgl_tournament_v3	
sp_ui_pgl_event_calendar	Calendario de eventos
sp_ui_pgl_mypage_confirm_v1	Para poder consultar tus resultados, necesitas vincular una cuenta Nintendo.  Vincula la cuenta Nintendo que utilizas para los combates Pokémon en el menú Opciones.
sp_ui_pgl_photo_permission_confirm_ios_v3	
sp_ui_pgl_photo_permission_confirm_android_v3	
sp_ui_all_pokemon	Todos los Pokémon
sp_ui_release	Desmarcar
sp_ui_goodby	Liberar
sp_ui_goodby_confirm	¿Seguro que quieres hacerlo?  No puedes liberar Pokémon marcados como favoritos.
sp_ui_set_label_max	Al menos un Pokémon ya tiene el máximo de etiquetas.
sp_ui_lump_favorite	Añadir a favoritos
sp_ui_lump_favorite_release	Quitar de favoritos
sp_ui_lump_Let_go	Liberar
sp_ui_lump_label_set	Poner etiqueta
sp_ui_bank_empty_list	No hay Pokémon que mostrar.
sp_ui_bank_freebox	Caja básica
sp_ui_bank_freebox_remaining	Pokémon que no están en la caja básica:
sp_ui_bank_change_plan_confirm	Es necesario cambiar al plan prémium para mostrar a todos los Pokémon. ¿Quieres cambiar el plan actual?
sp_ui_bank_favall	No puedes liberar Pokémon marcados como favoritos.
sp_ui_lastet_update	30 últimos
sp_ui_select_max_v3	No puedes seleccionar más de 100 Pokémon a la vez.
sp_ui_no_num	N.º [VAR]
sp_ui_lv_num	Nv. [VAR]
sp_ui_idno_num	N.º ID
sp_ui_trainer_memo	Notas del Entrenador
sp_ui_available_title	Juegos compatibles
sp_ui_title	Juegos
sp_ui_ribbon	Cintas
sp_ui_not_have_ribbon	No tiene ninguna cinta.
sp_ui_evaluate_01	Cojea un poco
sp_ui_evaluate_02	No está mal
sp_ui_evaluate_03	Notable
sp_ui_evaluate_04	Genial
sp_ui_evaluate_05	Espectacular
sp_ui_evaluate_06	Inmejorable
sp_ui_evaluate_07	¡Al máximo!
sp_ui_total_evaluate_01	Potencial aceptable
sp_ui_total_evaluate_02	Potencial superior a la media
sp_ui_total_evaluate_03	Potencial notable
sp_ui_total_evaluate_04	Potencial extraordinario
sp_ui_lumpribbon_num	[VAR]
sp_ui_parent_and_id_v4	Entrenador original y n.º ID
sp_ui_trainermemo_01_v04	Encontrado el [VAR]/[VAR_DAY]/[VAR_YEAR]. Origen: [VAR_LOCATION]
sp_ui_trainermemo_02_v04	Encontrado aparentemente el [VAR]/[VAR_DAY]/[VAR_YEAR]. Origen: [VAR_LOCATION]
sp_ui_trainermemo_03_v04	Encontrado el [VAR]/[VAR_DAY]/[VAR_YEAR]. Origen: [VAR_LOCATION] Fue cosa del destino.
sp_ui_trainermemo_04_v04	Encontrado el [VAR]/[VAR_DAY]/[VAR_YEAR]. Origen: [VAR_LOCATION] Parece que fue cosa del destino.
sp_ui_trainermemo_05_v04	Posiblemente encontrado el [VAR]/[VAR_DAY]/[VAR_YEAR]. Origen: [VAR_LOCATION] ¡Qué recuerdos!
sp_ui_trainermemo_06_v04	Posiblemente unidos por el destino el [VAR]/[VAR_DAY]/[VAR_YEAR]. Origen: [VAR_LOCATION] ¡Qué recuerdos!
sp_ui_label	Etiquetas
sp_ui_label_create	Crear etiqueta
sp_ui_new_label_create	Crear nueva etiqueta
sp_ui_label_edit	Editar etiqueta
sp_ui_label_seting_please	Elige un nombre y un color para la etiqueta.
sp_ui_label_name	Nombre:
sp_ui_label_input_please	16 caracteres como máximo
sp_ui_label_input_limit_v1	[VAR] caracteres como máximo
sp_ui_label_over_size	El nombre es muy largo.
sp_ui_label_cant_use_word	Has introducido caracteres no válidos.
sp_ui_icon	Avatar
sp_ui_color_e	Color
sp_ui_not_entered_name	No has introducido ningún nombre.
sp_ui_able_edit_label	Puedes modificar esta etiqueta.
sp_ui_can_not_edit_labe	No puedes modificar esta etiqueta.
sp_ui_delete	Eliminar
sp_ui_delete_confirm	¿Quieres eliminar esta etiqueta?
sp_ui_disable_select_label	No tienes etiquetas para seleccionar.
sp_ui_cant_change	No se puede cambiar.
sp_ui_seal_00001	Lista de pegatinas
sp_ui_seal_00002	Guardar cambios
sp_ui_seal_00003	¿Quieres guardar los cambios?
sp_ui_seal_00004	Se han guardado los cambios.
sp_ui_seal_00005	Se ha registrado en tu pantalla de perfil.
sp_ui_seal_00006	No has usado esta pegatina.
sp_ui_seal_00007	No hay cambios que guardar.
sp_ui_seal_00008	Portada
sp_ui_seal_00009	¿Quieres utilizar este fondo?
sp_ui_seal_00010	Quitar pegatinas
sp_ui_seal_00011	¿Quieres quitar esta pegatina de la portada?
sp_ui_seal_00012	No puedes pegar más pegatinas del tipo [VAR].
sp_ui_seal_00013	Has hecho algunos cambios. ¿Quieres guardarlos?
sp_ui_seal_00014	Se quitarán todas las pegatinas. ¿Quieres continuar?
sp_ui_seal_filter_01_01	Pegatinas disponibles
sp_ui_seal_filter_02_01	Pegatinas que se quitarán
sp_ui_seal_empty_list	No hay pegatinas.
sp_ui_gift_00001	Distribución local
sp_ui_gift_00002	Código
sp_ui_gift_00005	Código 2D
sp_ui_gift_00004	Tipo
sp_ui_gift_00006	Período de validez: [VAR]
sp_ui_gift_00007	¡Ya recibido!
sp_ui_gift_00008	Compatible con
sp_ui_gift_00009	Regalo no recibido
sp_ui_gift_00010	Regalo recibido
sp_ui_gift_00011	No se ha podido iniciar el GPS.
sp_ui_gift_00012	Toca para introducir un código.
sp_ui_gift_seal	Pegatinas
sp_ui_gift_point	Puntos
sp_ui_gift_0013_v1	Indefinido
sp_ui_gift_0014_v5	Recibido el [VAR]
sp_ui_gift_0015_v5	[VAR] punto(s)
sp_ui_gift_01001	Regalos disponibles en esta zona
sp_ui_gift_01002	¡Recíbelos en tu caja de regalos!
sp_ui_gift_01003	Caja de regalos
sp_ui_gift_01004	Objeto
sp_ui_gift_01005	Queda [CHECK_PLURAL]n [VAR] hora [CHECK_PLURAL]s.
sp_ui_gift_01006	Queda [CHECK_PLURAL]n [VAR] min.
sp_ui_gift_01007	Expirado
sp_ui_gift_02001	Período de validez
sp_ui_gift_02002	Días que quedan: [VAR]
sp_ui_gift_02003	Regalo misterioso
sp_ui_gift_02004	¡Recíbelo en estos juegos!
sp_ui_gift_02005	Recibido en este juego.
sp_ui_gift_02006	Recibir
sp_ui_gift_02007	Caja de regalos
sp_ui_gift_empty_list	No hay regalos misteriosos.
sp_ui_gift_03001	Código
sp_ui_gift_03002	Introduce un código.
sp_ui_achieve_dialog_all_clear	COMPLETADO
sp_ui_achieve_dialog_header_title	Recompensa
sp_ui_achieve_sort_grade	Rango
sp_ui_achieve_sort_title	Nombre
sp_ui_achieve_empty_list	No hay logros que mostrar.
sp_ui_achieve_join_ok	¡Has completado un logro!
sp_ui_achieve_join_ng	No hay logros que completar.
sp_ui_report_01	[VAR_YEAR]Ā
sp_ui_report_02	[VAR_YEAR]Ā
sp_ui_report_03	Pokémon depositados
sp_ui_report_04	Pokémon retirados
sp_ui_report_05	Total de puntos obtenidos
sp_ui_report_06	Intercambios en la caja prodigiosa
sp_ui_report_07	Intercambios en el GTS
sp_ui_report_08	Intercambios en grupo
sp_ui_report_09	Intercambios con amigos
sp_ui_report_10	Pokémon registrados en la Pokédex
sp_ui_report_11	Movimientos registrados
sp_ui_report_12	Habilidades registradas
sp_ui_report_13	Pegatinas conseguidas
sp_ui_report_14	Pokémon transferidos desde Pokémon GO
sp_ui_notice_tab_1	Todos
sp_ui_notice_tab_2	Aplicación
sp_ui_notice_tab_3	Eventos
sp_ui_notice_tab_4	Combates
sp_ui_notice_tab_5	Pokémon HOME
sp_ui_notice_tab_6	Apl. conectadas
sp_ui_notice_tab_7	Otros
sp_ui_notice_category_1	Avisos
sp_ui_notice_category_2	Avisos importantes
sp_ui_notice_category_3	Mantenimiento
sp_ui_notice_category_4	Actualizaciones
sp_ui_notice_category_5	Pokémon Esp y Esc
sp_ui_notice_category_6	Campañas
sp_ui_notice_category_7	Combates
sp_ui_notice_category_8	Aplicaciones conectadas
sp_ui_notice_category_9	Otros avisos
sp_ui_notice_category_10	Encuestas
sp_ui_notice_event_calender	Calendario de eventos
sp_ui_notice_empty_list	No hay avisos que mostrar.
sp_ui_notice_001_v5	Rincón personal
sp_ui_voice_input	Comprobando entrada de sonido...
sp_ui_voice_input_error	Se ha producido un error. Toca el icono del micrófono para volver a intentarlo.
sp_ui_recognizer_limit_error	Se ha alcanzado el límite diario establecido para el uso del reconocimiento de voz.
sp_ui_myroom_point_number	[VAR_YEAR]Ā
sp_ui_app_desc_0001_v3	¿Qué es Pokémon HOME?
sp_ui_app_desc_0002_v3	Pokémon HOME es un servicio de almacenamiento en la nube para Nintendo Switch y dispositivos móviles ideado para organizar todos tus Pokémon en un único lugar.
sp_ui_app_desc_0003_v3	Al vincular Pokémon HOME con los juegos y servicios compatibles, puedes transferir los Pokémon que hayas encontrado en esos juegos a Pokémon HOME o a otros juegos. También puedes intercambiar Pokémon con usuarios de todo el mundo.
sp_ui_app_desc_0004_v3	Si vinculas la versión de Pokémon HOME para dispositivos móviles y la versión para Nintendo Switch a una misma cuenta Nintendo, podrás acceder a las mismas cajas desde ambas versiones.
sp_ui_app_desc_0005_v3	Conectar Pokémon Espada y Pokémon Escudo
sp_ui_app_desc_0006_v3	Conectar Pokémon: Let's Go, Pikachu! y Pokémon: Let's Go, Eevee!
sp_ui_app_desc_0007_v3	Trasladar desde el Banco de Pokémon
sp_ui_app_desc_0008_v3	Pokémon Espada y Pokémon Escudo son compatibles con la versión de Pokémon HOME para Nintendo Switch. Una vez conectados, se pueden transferir Pokémon de los juegos a Pokémon HOME o viceversa siempre y cuando los Pokémon sean compatibles con el juego en cuestión.
